code_module,code_presentation,id_student,avrg_past_grade,exam_grade,completed,weighted
BBB,2014J,686378,58.5,,1,1
BBB,2014J,686402,69.3,,1,1
BBB,2014J,686596,69.84615384615384,,0,1
BBB,2014J,686667,91.7,,1,1
BBB,2014J,686670,56.5,,1,1
BBB,2014J,686688,70.0,,0,1
BBB,2014J,686703,100.0,,0,0
BBB,2014J,686725,74.15,,1,1
BBB,2014J,686752,100.0,,0,0
BBB,2014J,686762,55.55,,1,1
BBB,2014J,686791,85.8,,1,1
BBB,2014J,686822,96.8,,1,1
BBB,2014J,686837,74.3,,1,1
BBB,2014J,686938,70.7,,1,1
BBB,2014J,686940,77.7,,1,1
BBB,2014J,686953,44.333333333333336,,0,1
BBB,2014J,686987,91.6,,1,1
BBB,2014J,687004,1.0,,0,0
BBB,2014J,687030,60.0,,0,1
BBB,2014J,687037,71.05,,1,1
BBB,2014J,687060,52.6,,1,1
BBB,2014J,687122,55.75,,1,1
BBB,2014J,687154,100.0,,0,0
BBB,2014J,687157,55.75,,1,1
BBB,2014J,687173,77.55,,1,1
BBB,2014J,687185,66.7,,1,1
BBB,2014J,687217,100.0,,0,0
BBB,2014J,687256,1.0,,0,0
BBB,2014J,687301,56.8,,1,1
BBB,2014J,687326,49.1,,1,1
BBB,2014J,687378,68.55,,1,1
BBB,2014J,687379,60.6,,1,1
BBB,2014J,687402,71.95,,1,1
BBB,2014J,687404,1.0,,0,0
BBB,2014J,687406,64.4,,1,1
BBB,2014J,687421,59.65,,1,1
BBB,2014J,687533,85.3,,1,1
BBB,2014J,687566,77.9,,1,1
BBB,2014J,687575,82.9,,1,1
BBB,2014J,687683,78.6,,1,1
BBB,2014J,687688,71.65,,1,1
BBB,2014J,687769,64.8,,1,1
BBB,2014J,687978,1.0,,0,0
BBB,2014J,688011,77.75,,1,1
BBB,2014J,688106,64.33333333333333,,0,1
BBB,2014J,688130,54.15,,1,1
BBB,2014J,688135,69.23076923076923,,0,1
BBB,2014J,688144,55.0,,0,1
BBB,2014J,688167,,,1,1
BBB,2014J,688208,43.333333333333336,,0,1
BBB,2014J,688263,100.0,,0,0
BBB,2014J,688301,100.0,,0,0
BBB,2014J,688376,56.3,,1,1
BBB,2014J,688398,100.0,,0,0
BBB,2014J,688513,81.2,,1,1
BBB,2014J,688519,76.0,,1,1
BBB,2014J,688599,64.33333333333333,,0,1
BBB,2014J,688638,58.6,,1,1
BBB,2014J,688954,59.6,,1,1
BBB,2014J,689069,48.0,,0,1
BBB,2014J,689089,33.05,,1,1
BBB,2014J,689094,70.55,,1,1
BBB,2014J,689095,53.15,,1,1
BBB,2014J,689097,48.2,,1,1
BBB,2014J,689107,100.0,,0,0
BBB,2014J,689113,64.95,,1,1
BBB,2014J,689124,76.92307692307692,,0,1
BBB,2014J,689129,71.23076923076923,,0,1
BBB,2014J,689131,68.4,,1,1
BBB,2014J,689132,50.8,,1,1
BBB,2014J,689139,75.65,,1,1
BBB,2014J,689141,43.4,,1,1
BBB,2014J,689147,56.0,,1,1
BBB,2014J,689148,81.65,,1,1
BBB,2014J,689157,63.8,,1,1
BBB,2014J,689178,62.0,,0,1
BBB,2014J,689185,63.84615384615385,,0,1
BBB,2014J,689187,79.15,,1,1
BBB,2014J,689228,60.333333333333336,,0,1
BBB,2014J,689230,74.85,,1,1
BBB,2014J,689265,72.05,,1,1
BBB,2014J,689267,61.1,,1,1
BBB,2014J,689274,63.5,,1,1
BBB,2014J,689287,81.6,,1,1
BBB,2014J,689397,46.9,,1,1
BBB,2014J,689406,68.3076923076923,,0,1
BBB,2014J,689487,82.0,,0,1
BBB,2014J,689493,79.0,,0,1
BBB,2014J,689563,70.45,,1,1
BBB,2014J,689662,54.95,,1,1
BBB,2014J,689665,87.7,,1,1
BBB,2014J,689727,61.35,,1,1
BBB,2014J,689768,68.45,,1,1
BBB,2014J,689775,62.0,,0,1
BBB,2014J,689808,70.0,,0,1
BBB,2014J,689828,74.1,,1,1
BBB,2014J,689896,68.33333333333333,,0,1
BBB,2014J,689925,46.666666666666664,,0,1
BBB,2014J,689936,77.5,,1,1
BBB,2014J,689975,60.0,,1,1
BBB,2014J,690003,67.15,,1,1
BBB,2014J,690089,70.25,,1,1
BBB,2014J,690116,54.55,,1,1
BBB,2014J,690211,72.65,,1,1
BBB,2014J,690318,64.55,,1,1
BBB,2014J,690319,62.3,,1,1
BBB,2014J,690359,85.1,,1,1
BBB,2014J,690366,76.0,,0,1
BBB,2014J,690384,66.0,,1,1
BBB,2014J,690430,55.0,,0,1
BBB,2014J,690469,65.55,,1,1
BBB,2014J,690548,100.0,,0,0
BBB,2014J,690554,1.0,,0,0
BBB,2014J,690766,56.0,,1,1
BBB,2014J,690767,53.84615384615385,,0,1
BBB,2014J,690902,80.6,,1,1
BBB,2014J,690940,100.0,,0,0
BBB,2014J,690967,65.75,,1,1
BBB,2014J,691006,61.666666666666664,,0,1
BBB,2014J,691026,69.0,,1,1
BBB,2014J,691028,100.0,,0,0
BBB,2014J,691094,66.4,,1,1
BBB,2014J,691106,71.05,,1,1
BBB,2014J,691122,71.05,,1,1
BBB,2014J,691286,100.0,,0,0
BBB,2014J,691312,59.5,,1,1
BBB,2014J,691343,100.0,,0,0
BBB,2014J,691353,62.0,,0,1
BBB,2014J,691411,60.0,,0,1
BBB,2014J,691413,84.35,,1,1
BBB,2014J,691514,63.9,,1,1
BBB,2014J,691683,64.65,,1,1
BBB,2014J,691717,72.9,,1,1
BBB,2014J,691835,74.3,,1,1
BBB,2014J,691851,81.65,,1,1
BBB,2014J,691856,58.25,,1,1
BBB,2014J,691869,66.8,,1,1
BBB,2014J,691907,73.0,,1,1
BBB,2014J,691997,54.4,,1,1
BBB,2014J,692164,68.4,,1,1
BBB,2014J,692175,66.15,,1,1
BBB,2014J,692181,70.3,,1,1
BBB,2014J,692196,74.5,,1,1
BBB,2014J,692207,68.9,,1,1
BBB,2014J,692215,86.7,,1,1
BBB,2014J,692355,84.45,,1,1
BBB,2014J,692384,50.0,,0,1
BBB,2014J,692473,58.0,,1,1
BBB,2014J,692474,51.333333333333336,,0,1
BBB,2014J,692479,100.0,,0,1
BBB,2014J,692484,75.5,,1,1
BBB,2014J,692496,69.0,,0,1
BBB,2014J,692502,69.6,,1,1
BBB,2014J,692518,52.95,,1,1
BBB,2014J,692521,49.833333333333336,,0,1
BBB,2014J,692522,69.65,,1,1
BBB,2014J,692525,53.0,,1,1
BBB,2014J,692544,44.0,,1,1
BBB,2014J,692553,78.66666666666667,,0,1
BBB,2014J,692572,87.15,,1,1
BBB,2014J,692609,83.55,,1,1
BBB,2014J,692629,100.0,,0,0
BBB,2014J,692647,55.0,,0,1
BBB,2014J,692805,86.6,,1,1
BBB,2014J,692826,1.0,,0,0
BBB,2014J,692827,78.0,,1,1
BBB,2014J,692897,1.0,,0,0
BBB,2014J,692907,60.5,,1,1
BBB,2014J,692908,74.05,,1,1
BBB,2014J,692918,80.5,,1,1
BBB,2014J,692920,64.5,,1,1
BBB,2014J,692936,55.75,,1,1
BBB,2014J,692943,58.25,,1,1
BBB,2014J,693091,70.4,,1,1
BBB,2014J,693098,69.35,,1,1
BBB,2014J,693213,82.0,,1,1
BBB,2014J,693230,42.9,,1,1
BBB,2014J,693297,66.0,,0,1
BBB,2014J,693380,97.3,,1,1
BBB,2014J,693514,56.8,,1,1
BBB,2014J,693635,64.75,,1,1
BBB,2014J,693682,73.45,,1,1
BBB,2014J,693692,58.0,,0,1
BBB,2014J,693752,77.55,,1,1
BBB,2014J,693793,40.4,,1,1
BBB,2014J,693871,,,0,1
BBB,2014J,693899,49.333333333333336,,0,1
BBB,2014J,694078,70.15,,1,1
BBB,2014J,694155,59.05,,1,1
BBB,2014J,694190,70.05,,1,1
BBB,2014J,694338,69.3,,1,1
BBB,2014J,694339,1.0,,0,0
BBB,2014J,694341,62.35,,1,1
BBB,2014J,694342,69.0,,1,1
BBB,2014J,694349,52.2,,1,1
BBB,2014J,694380,1.0,,0,0
BBB,2014J,694404,100.0,,0,0
BBB,2014J,694473,74.75,,1,1
BBB,2014J,694476,56.666666666666664,,0,1
BBB,2014J,694490,87.5,,1,1
BBB,2014J,694526,74.85,,1,1
BBB,2014J,694554,58.0,,0,1
BBB,2014J,694561,56.75,,1,1
BBB,2014J,694576,74.55,,1,1
BBB,2014J,694616,71.33333333333333,,0,1
BBB,2014J,694706,74.9,,1,1
BBB,2014J,694792,75.65,,1,1
BBB,2014J,694823,65.2,,1,1
BBB,2014J,694857,58.0,,0,1
BBB,2014J,694974,64.33333333333333,,0,1
BBB,2014J,694981,56.05,,1,1
BBB,2014J,694983,65.95,,1,1
BBB,2014J,695001,57.85,,1,1
BBB,2014J,695014,60.85,,1,1
BBB,2014J,695021,73.0,,1,1
BBB,2014J,695027,68.9,,1,1
BBB,2014J,695031,70.85,,1,1
BBB,2014J,695044,56.0,,1,1
BBB,2014J,695047,78.1,,1,1
BBB,2014J,695049,62.75,,1,1
BBB,2014J,695054,72.75,,1,1
BBB,2014J,695070,54.45,,1,1
BBB,2014J,695075,73.35,,1,1
BBB,2014J,695084,69.5,,1,1
BBB,2014J,695144,48.5,,1,1
BBB,2014J,695148,46.2,,1,1
BBB,2014J,695186,1.0,,0,0
BBB,2014J,695205,72.8,,1,1
BBB,2014J,695235,67.6,,1,1
BBB,2014J,695247,72.55,,1,1
BBB,2014J,695256,72.75,,1,1
BBB,2014J,695259,59.5,,1,1
BBB,2014J,695278,68.15,,1,1
BBB,2014J,695298,62.666666666666664,,0,1
BBB,2014J,695405,71.0,,0,1
BBB,2014J,695434,63.85,,1,1
BBB,2014J,695461,40.666666666666664,,0,1
BBB,2014J,695475,80.5,,1,1
BBB,2014J,695484,58.2,,1,1
BBB,2014J,695510,56.65,,1,1
BBB,2014J,695516,66.0,,0,1
BBB,2014J,695528,48.0,,0,1
BBB,2014J,695535,69.8,,1,1
BBB,2014J,695613,53.95,,1,1
BBB,2014J,695631,71.9,,1,1
BBB,2014J,695941,100.0,,0,0
BBB,2014J,695972,69.95,,1,1
BBB,2014J,695981,100.0,,0,0
BBB,2014J,696007,74.9,,1,1
BBB,2014J,696152,65.0,,1,1
BBB,2014J,696203,39.75,,1,1
BBB,2014J,696301,50.15,,1,1
BBB,2014J,696316,64.33333333333333,,0,1
BBB,2014J,696348,39.0,,0,1
BBB,2014J,696440,71.7,,1,1
BBB,2014J,696595,1.0,,0,0
BBB,2014J,696616,75.6,,1,1
BBB,2014J,696684,65.2,,1,1
BBB,2014J,696692,60.0,,0,1
BBB,2014J,696716,1.0,,0,0
BBB,2014J,696724,50.45,,1,1
BBB,2014J,696803,73.33333333333333,,0,1
BBB,2014J,696804,78.45,,1,1
BBB,2014J,696844,59.1,,1,1
BBB,2014J,696850,83.35,,1,1
BBB,2014J,696890,100.0,,0,0
BBB,2014J,697119,100.0,,0,0
BBB,2014J,697136,100.0,,0,0
BBB,2014J,697345,41.666666666666664,,0,1
BBB,2014J,697417,67.05,,1,1
BBB,2014J,697428,68.61538461538461,,0,1
BBB,2014J,697525,75.0,,0,1
BBB,2014J,697542,58.0,,0,1
BBB,2014J,697561,48.5,,1,1
BBB,2014J,697562,86.85,,1,1
BBB,2014J,697574,59.75,,1,1
BBB,2014J,697578,73.05,,1,1
BBB,2014J,697649,72.25,,1,1
BBB,2014J,697653,55.0,,0,1
BBB,2014J,697754,77.8,,1,1
BBB,2014J,697857,52.65,,1,1
BBB,2014J,697893,1.0,,0,0
BBB,2014J,697909,68.0,,0,1
BBB,2014J,697912,100.0,,0,0
BBB,2014J,697959,62.5,,1,1
BBB,2014J,697960,67.2,,1,1
BBB,2014J,697964,84.75,,1,1
BBB,2014J,698010,67.6923076923077,,0,1
BBB,2014J,698170,87.25,,1,1
BBB,2014J,698180,75.05,,1,1
BBB,2014J,698198,65.66666666666667,,0,1
BBB,2014J,698199,66.1,,1,1
BBB,2014J,698200,68.0,,0,1
BBB,2014J,698201,73.5,,1,1
BBB,2014J,698203,62.4,,1,1
BBB,2014J,698204,75.65,,1,1
BBB,2014J,698205,85.0,,0,1
BBB,2014J,698206,51.85,,1,1
BBB,2014J,698207,82.85,,1,1
BBB,2014J,698208,27.46153846153846,,0,1
BBB,2014J,698256,69.5,,1,1
BBB,2014J,698345,68.35,,1,1
BBB,2014J,698357,83.66666666666667,,0,1
BBB,2014J,698362,86.6,,1,1
BBB,2014J,698369,81.0,,1,1
BBB,2014J,698420,86.5,,1,1
BBB,2014J,698432,41.333333333333336,,0,1
BBB,2014J,698463,84.95,,1,1
BBB,2014J,698471,89.7,,1,1
BBB,2014J,698494,69.75,,1,1
BBB,2014J,698507,76.9,,1,1
BBB,2014J,698509,73.7,,1,1
BBB,2014J,699007,81.95,,1,1
BBB,2014J,699153,57.85,,1,1
BBB,2014J,699435,73.95,,1,1
BBB,2014J,699436,86.8,,1,1
BBB,2014J,699437,81.2,,1,1
BBB,2014J,699488,82.85,,1,1
BBB,2014J,699498,61.4,,1,1
BBB,2014J,699503,49.55,,1,1
BBB,2014J,699651,86.3,,1,1
BBB,2014J,699656,84.5,,1,1
BBB,2014J,700079,93.15,,1,1
BBB,2014J,700086,46.75,,1,1
BBB,2014J,700441,76.1,,1,1
BBB,2014J,700458,100.0,,0,0
BBB,2014J,700815,71.23076923076923,,0,1
BBB,2014J,700820,74.05,,1,1
BBB,2014J,1118432,89.2,,1,1
BBB,2014J,1419671,1.0,,0,0
BBB,2014J,1432518,89.0,,0,1
BBB,2014J,1453140,39.333333333333336,,0,1
BBB,2014J,1486048,73.66666666666667,,0,1
BBB,2014J,1526770,86.1,,1,1
BBB,2014J,1533277,59.4,,1,1
BBB,2014J,1536122,75.1,,1,1
BBB,2014J,1547646,71.95,,1,1
BBB,2014J,1563696,72.85,,1,1
BBB,2014J,1564706,79.6,,1,1
BBB,2014J,1585768,75.66666666666667,,0,1
BBB,2014J,1623795,74.15,,1,1
BBB,2014J,1656979,92.75,,1,1
BBB,2014J,1664280,85.35,,1,1
BBB,2014J,1723749,,,1,1
BBB,2014J,1732956,76.1,,1,1
BBB,2014J,1733023,76.15,,1,1
BBB,2014J,1752834,72.15,,1,1
BBB,2014J,1757561,73.33333333333333,,0,1
BBB,2014J,1784816,55.9,,1,1
BBB,2014J,1813493,64.0,,0,1
BBB,2014J,1832218,74.3,,1,1
BBB,2014J,1835389,71.4,,1,1
BBB,2014J,1843123,78.8,,1,1
BBB,2014J,1874935,81.0,,1,1
BBB,2014J,1891028,72.0,,0,1
BBB,2014J,1903095,79.7,,1,1
BBB,2014J,1926542,74.85,,1,1
BBB,2014J,1928536,20.923076923076923,,0,1
BBB,2014J,1937822,81.95,,1,1
BBB,2014J,1972832,70.35,,1,1
BBB,2014J,1989014,61.4,,1,1
BBB,2014J,2009239,81.2,,1,1
BBB,2014J,2035574,71.1,,1,1
BBB,2014J,2045569,1.0,,0,0
BBB,2014J,2049740,48.0,,0,1
BBB,2014J,2091096,58.5,,1,1
BBB,2014J,2091193,59.85,,1,1
BBB,2014J,2103305,45.0,,0,1
BBB,2014J,2115250,82.15,,1,1
BBB,2014J,2149487,71.6,,1,1
BBB,2014J,2172163,76.85,,1,1
BBB,2014J,2177423,100.0,,0,0
BBB,2014J,2187308,53.5,,1,1
BBB,2014J,2192113,1.0,,0,0
BBB,2014J,2207474,79.65,,1,1
BBB,2014J,2213814,78.0,,0,1
BBB,2014J,2216682,66.65,,1,1
BBB,2014J,2216778,79.9,,1,1
BBB,2014J,2227568,72.85,,1,1
BBB,2014J,2228010,76.6,,1,1
BBB,2014J,2228601,78.8,,1,1
BBB,2014J,2232976,68.66666666666667,,0,1
BBB,2014J,2237567,81.5,,1,1
BBB,2014J,2242067,84.3,,1,1
BBB,2014J,2248243,74.5,,1,1
BBB,2014J,2251500,46.4,,1,1
BBB,2014J,2264569,1.0,,0,0
BBB,2014J,2269561,37.69230769230769,,0,1
BBB,2014J,2276854,1.0,,0,0
BBB,2014J,2278390,71.9,,1,1
BBB,2014J,2281286,65.25,,1,1
BBB,2014J,2296716,1.0,,0,0
BBB,2014J,2299745,54.0,,0,1
BBB,2014J,2318161,62.75,,1,1
BBB,2014J,2321660,65.45,,1,1
BBB,2014J,2333415,78.35,,1,1
BBB,2014J,2346145,84.15,,1,1
BBB,2014J,2353764,44.3,,1,1
BBB,2014J,2363168,72.85,,1,1
BBB,2014J,2375759,81.6,,1,1
BBB,2014J,2385665,71.25,,1,1
BBB,2014J,2386867,80.0,,0,1
BBB,2014J,2394741,50.0,,0,1
BBB,2014J,2399380,100.0,,0,0
BBB,2014J,2401304,66.05,,1,1
BBB,2014J,2407594,67.45,,1,1
BBB,2014J,2410544,,,1,1
BBB,2014J,2414945,68.66666666666667,,0,1
BBB,2014J,2423078,40.0,,0,1
BBB,2014J,2426442,70.0,,0,1
BBB,2014J,2426864,58.65,,1,1
BBB,2014J,2428341,53.85,,1,1
BBB,2014J,2432551,65.38461538461539,,0,1
BBB,2014J,2436711,59.7,,1,1
BBB,2014J,2444705,61.5,,1,1
BBB,2014J,2446694,50.0,,0,1
BBB,2014J,2448699,54.0,,0,1
BBB,2014J,2449399,78.35,,1,1
BBB,2014J,2462576,74.4,,1,1
BBB,2014J,2464901,1.0,,0,0
BBB,2014J,2475591,66.05,,1,1
BBB,2014J,2486159,68.6,,1,1
BBB,2014J,2487430,67.3,,1,1
BBB,2014J,2487573,65.8,,1,1
BBB,2014J,2494258,63.8,,1,1
BBB,2014J,2497189,100.0,,0,0
BBB,2014J,2497624,69.35,,1,1
BBB,2014J,2511519,79.75,,1,1
BBB,2014J,2520290,64.5,,1,1
BBB,2014J,2520649,55.7,,1,1
BBB,2014J,2537934,66.0,,0,1
BBB,2014J,2542310,100.0,,0,0
BBB,2014J,2545047,69.2,,1,1
BBB,2014J,2552708,81.45,,1,1
BBB,2014J,2559992,90.0,,0,1
BBB,2014J,2567715,67.9,,1,1
BBB,2014J,2570396,71.5,,1,1
BBB,2014J,2576637,75.2,,1,1
BBB,2014J,2578532,78.1,,1,1
BBB,2014J,2580626,87.0,,1,1
BBB,2014J,2594368,56.0,,1,1
BBB,2014J,2599784,43.0,,1,1
BBB,2014J,2610745,65.75,,1,1
BBB,2014J,2611512,59.0,,0,1
BBB,2014J,2614777,72.2,,1,1
BBB,2014J,2622652,56.55,,1,1
BBB,2014J,2623656,73.15,,1,1
BBB,2014J,2627398,84.66666666666667,,0,1
BBB,2014J,2629503,100.0,,0,0
BBB,2014J,2631298,69.92307692307692,,0,1
BBB,2014J,2634319,89.6,,1,1
BBB,2014J,2638403,86.6,,1,1
BBB,2014J,2660510,50.65,,1,1
BBB,2014J,2670300,77.5,,1,1
BBB,2014J,2681505,68.3,,1,1
BBB,2014J,2681940,51.05,,1,1
BBB,2014J,2682693,1.0,,0,0
BBB,2014J,2685247,72.35,,1,1
BBB,2014J,2687858,69.9,,1,1
BBB,2014J,2688495,81.95,,1,1
BBB,2014J,2688945,67.9,,1,1
BBB,2014J,2692969,69.75,,1,1
BBB,2014J,2694919,66.4,,1,1
BBB,2014J,2698577,55.8,,1,1
BBB,2014J,2698588,92.4,,1,1
BBB,2014J,26315,63.8,,1,1
BBB,2014J,26734,61.666666666666664,,0,1
BBB,2014J,32327,61.0,,0,1
BBB,2014J,32930,55.3,,1,1
BBB,2014J,34662,68.0,,0,1
BBB,2014J,38711,50.15384615384615,,0,1
BBB,2014J,39208,71.6,,1,1
BBB,2014J,41547,43.35,,1,1
BBB,2014J,47891,45.666666666666664,,0,1
BBB,2014J,57285,66.2,,1,1
BBB,2014J,58653,68.1,,1,1
BBB,2014J,61352,100.0,,0,0
BBB,2014J,63467,77.1,,1,1
BBB,2014J,70569,68.9,,1,1
BBB,2014J,71504,76.9,,1,1
BBB,2014J,73584,55.0,,0,1
BBB,2014J,73874,73.66666666666667,,0,1
BBB,2014J,84541,67.0,,0,1
BBB,2014J,89850,80.9,,1,1
BBB,2014J,98452,100.0,,0,0
BBB,2014J,98842,48.25,,1,1
BBB,2014J,99088,44.333333333333336,,0,1
BBB,2014J,102067,100.0,,0,0
BBB,2014J,103496,52.35,,1,1
BBB,2014J,106095,71.35,,1,1
BBB,2014J,106793,48.95,,1,1
BBB,2014J,108859,70.15,,1,1
BBB,2014J,109441,87.45,,1,1
BBB,2014J,110911,68.4,,1,1
BBB,2014J,114402,85.7,,1,1
BBB,2014J,116606,80.45,,1,1
BBB,2014J,117544,60.3,,1,1
BBB,2014J,117545,82.0,,0,1
BBB,2014J,118213,36.45,,1,1
BBB,2014J,119444,1.0,,0,0
GGG,2014B,119444,71.0,,0,0
BBB,2014J,123087,65.35,,1,1
BBB,2014J,125535,48.5,,1,1
BBB,2014J,126769,54.0,,1,1
BBB,2014J,126800,88.85,,1,1
BBB,2014J,132924,48.15384615384615,,0,1
BBB,2014J,138407,72.0,,0,1
BBB,2014J,145280,55.6,,1,1
BBB,2014J,150398,88.45,,1,1
BBB,2014J,152973,72.3,,1,1
BBB,2014J,155484,95.9,,1,1
BBB,2014J,156358,61.07692307692308,,0,1
BBB,2014J,157752,58.2,,1,1
BBB,2014J,160026,65.2,,1,1
BBB,2014J,165099,56.2,,1,1
BBB,2014J,169008,47.05,,1,1
BBB,2014J,169400,87.65,,1,1
BBB,2014J,173163,,,1,1
BBB,2014J,177554,72.66666666666667,,0,1
BBB,2014J,179073,64.0,,0,1
BBB,2014J,179297,100.0,,0,0
BBB,2014J,184972,71.7,,1,1
BBB,2014J,188766,43.4,,1,1
BBB,2014J,191459,70.45,,1,1
BBB,2014J,191746,61.1,,1,1
BBB,2014J,191973,58.25,,1,1
BBB,2014J,192944,75.75,,1,1
BBB,2014J,193310,65.1,,1,1
BBB,2014J,195221,50.0,,0,0
BBB,2014J,195345,58.95,,1,1
BBB,2014J,195940,44.35,,1,1
BBB,2014J,197527,56.0,,0,1
BBB,2014J,226839,73.2,,1,1
BBB,2014J,228909,61.666666666666664,,0,1
BBB,2014J,229326,66.0,,0,1
BBB,2014J,230383,66.3,,1,1
BBB,2014J,235371,69.65,,1,1
BBB,2014J,238144,68.61538461538461,,0,1
BBB,2014J,245784,57.666666666666664,,0,1
BBB,2014J,247457,84.95,,1,1
BBB,2014J,247967,62.666666666666664,,0,1
BBB,2014J,249154,1.0,,0,0
BBB,2014J,252863,67.8,,1,1
BBB,2014J,254612,1.0,,0,0
BBB,2014J,258268,59.25,,1,1
BBB,2014J,258840,68.15,,1,1
BBB,2014J,260137,76.05,,1,1
BBB,2014J,260216,52.666666666666664,,0,1
BBB,2014J,263448,72.6,,1,1
BBB,2014J,264694,56.0,,0,1
BBB,2014J,265466,69.23076923076923,,0,1
BBB,2014J,269510,67.07692307692308,,0,1
BBB,2014J,275180,59.25,,1,1
BBB,2014J,275296,72.0,,0,1
BBB,2014J,277967,75.15,,1,1
BBB,2014J,280054,43.0,,0,1
BBB,2014J,280152,85.5,,1,1
BBB,2014J,284246,46.55,,1,1
BBB,2014J,284762,88.05,,1,1
BBB,2014J,286338,70.4,,1,1
BBB,2014J,286947,69.75,,1,1
BBB,2014J,288086,79.3,,1,1
BBB,2014J,288655,100.0,,0,0
BBB,2014J,290184,76.05,,1,1
BBB,2014J,293387,89.95,,1,1
BBB,2014J,293989,45.0,,0,1
BBB,2014J,294134,70.55,,1,1
BBB,2014J,297685,69.5,,1,1
BBB,2014J,297806,1.0,,0,0
BBB,2014J,298187,67.35,,1,1
BBB,2014J,298303,81.3,,1,1
BBB,2014J,298961,71.3,,1,1
BBB,2014J,300819,90.5,,1,1
BBB,2014J,303165,61.2,,1,1
GGG,2013J,303165,71.875,,0,0
BBB,2014J,305909,69.65,,1,1
BBB,2014J,306478,67.3,,1,1
BBB,2014J,306880,100.0,,0,0
BBB,2014J,308775,78.0,,1,1
BBB,2014J,308850,1.0,,0,0
BBB,2014J,314252,54.1,,1,1
BBB,2014J,314675,68.7,,1,1
BBB,2014J,314801,71.9,,1,1
BBB,2014J,321450,59.5,,1,1
BBB,2014J,322184,65.0,,0,1
BBB,2014J,322574,1.0,,0,0
BBB,2014J,327224,50.0,,0,1
BBB,2014J,327940,53.4,,1,1
BBB,2014J,330917,55.85,,1,1
BBB,2014J,335035,52.55,,1,1
BBB,2014J,338554,70.55,,1,1
BBB,2014J,340216,75.3,,1,1
BBB,2014J,340592,100.0,,0,0
BBB,2014J,340899,55.6,,1,1
BBB,2014J,342192,58.05,,1,1
BBB,2014J,343138,60.55,,1,1
BBB,2014J,349924,1.0,,0,0
BBB,2014J,350312,85.0,,0,0
BBB,2014J,350797,76.5,,1,1
BBB,2014J,351050,76.0,,1,1
BBB,2014J,357901,46.76923076923077,,0,1
BBB,2014J,358001,67.2,,1,1
BBB,2014J,358204,85.5,,1,1
BBB,2014J,361411,62.3,,1,1
BBB,2014J,363213,71.35,,1,1
BBB,2014J,364527,75.85,,1,1
BBB,2014J,365097,83.2,,1,1
BBB,2014J,366479,64.35,,1,1
BBB,2014J,368521,70.7,,1,1
BBB,2014J,369234,38.333333333333336,,0,1
BBB,2014J,372602,80.7,,1,1
BBB,2014J,373846,78.0,,0,1
BBB,2014J,379212,60.0,,0,1
BBB,2014J,379720,70.3,,1,1
BBB,2014J,380515,100.0,,0,0
BBB,2014J,381882,56.45,,1,1
BBB,2014J,384266,100.0,,0,0
BBB,2014J,385341,78.0,,0,1
BBB,2014J,385405,66.55,,1,1
BBB,2014J,387406,46.8,,1,1
BBB,2014J,387773,83.35,,1,1
BBB,2014J,388738,69.6923076923077,,0,1
BBB,2014J,391937,70.35,,1,1
GGG,2014B,391937,87.11111111111111,,0,0
BBB,2014J,394314,80.9,,1,1
BBB,2014J,395169,100.0,,0,0
BBB,2014J,395320,72.6,,1,1
BBB,2014J,395822,58.6,,1,1
BBB,2014J,396016,58.333333333333336,,0,1
BBB,2014J,396673,73.33333333333333,,0,1
BBB,2014J,397414,49.75,,1,1
BBB,2014J,398442,64.2,,1,1
BBB,2014J,399737,73.7,,1,1
BBB,2014J,400549,87.4,,1,1
BBB,2014J,401317,52.7,,1,1
BBB,2014J,402180,73.3,,1,1
BBB,2014J,403213,55.85,,1,1
BBB,2014J,404121,67.8,,1,1
BBB,2014J,404415,79.25,,1,1
BBB,2014J,406000,63.5,,1,1
BBB,2014J,409708,54.95,,1,1
BBB,2014J,411105,1.0,,0,0
GGG,2013J,411105,72.22222222222223,,0,0
BBB,2014J,411150,70.33333333333333,,0,1
BBB,2014J,412081,58.15,,1,1
BBB,2014J,412343,66.5,,1,1
BBB,2014J,417971,84.0,,0,1
BBB,2014J,417986,67.3,,1,1
BBB,2014J,418077,69.4,,1,1
BBB,2014J,419924,69.33333333333333,,0,1
BBB,2014J,420631,74.7,,1,1
BBB,2014J,423398,71.95,,1,1
BBB,2014J,423613,100.0,,0,0
BBB,2014J,424220,52.45,,1,1
BBB,2014J,425314,100.0,,0,0
BBB,2014J,425772,56.8,,1,1
BBB,2014J,426624,83.9,,1,1
BBB,2014J,430530,70.0,,0,1
BBB,2014J,433064,62.0,,0,1
BBB,2014J,435287,61.4,,1,1
BBB,2014J,437550,79.25,,1,1
BBB,2014J,439677,75.95,,1,1
GGG,2013J,439677,91.875,,0,0
BBB,2014J,439806,88.3,,1,1
BBB,2014J,442745,43.0,,0,1
BBB,2014J,444361,85.05,,1,1
BBB,2014J,444545,64.05,,1,1
BBB,2014J,444768,68.2,,1,1
BBB,2014J,445647,100.0,,0,0
BBB,2014J,445774,79.8,,1,1
BBB,2014J,446619,100.0,,0,0
BBB,2014J,447124,73.25,,1,1
BBB,2014J,447324,52.0,,0,1
BBB,2014J,467396,81.15,,1,1
BBB,2014J,469579,50.3,,1,1
BBB,2014J,470464,54.15,,1,1
BBB,2014J,473271,67.2,,1,1
GGG,2013J,473271,70.33333333333333,,0,0
