code_module,code_presentation,id_student,gender,highest_education,age_band,final_result
BBB,2014J,191973,1,2,2,1
BBB,2014J,193310,1,2,1,1
BBB,2014J,195221,1,1,1,0
BBB,2014J,226839,1,1,1,1
BBB,2014J,230383,1,1,1,1
BBB,2014J,235371,2,1,1,1
BBB,2014J,237913,1,1,1,1
BBB,2014J,238144,1,1,2,0
BBB,2014J,245784,1,2,2,0
BBB,2014J,249154,1,1,1,0
BBB,2014J,254612,2,1,1,0
BBB,2014J,258268,1,2,1,1
BBB,2014J,258840,1,1,1,1
BBB,2014J,260137,2,2,1,1
BBB,2014J,263448,1,2,1,1
BBB,2014J,265466,1,1,2,1
BBB,2014J,269510,1,1,1,0
BBB,2014J,272000,2,2,1,0
BBB,2014J,275296,1,1,1,0
BBB,2014J,276925,1,1,2,1
BBB,2014J,284246,1,1,2,0
BBB,2014J,284762,1,1,1,1
BBB,2014J,285470,1,1,1,1
BBB,2014J,286947,1,1,1,1
BBB,2014J,288086,1,1,1,1
BBB,2014J,290184,1,2,1,1
BBB,2014J,294134,1,1,1,1
BBB,2014J,297685,1,1,2,1
BBB,2014J,305909,1,1,2,1
BBB,2014J,314252,2,1,2,1
BBB,2014J,314675,1,1,1,1
BBB,2014J,322574,1,1,1,0
BBB,2014J,327224,1,1,2,0
BBB,2014J,327940,1,1,2,1
BBB,2014J,330917,1,1,2,1
BBB,2014J,338554,1,2,1,1
BBB,2014J,340216,1,1,1,1
BBB,2014J,340592,1,1,1,0
BBB,2014J,342192,1,1,1,1
BBB,2014J,343138,1,1,2,0
BBB,2014J,345128,1,1,1,0
BBB,2014J,350312,1,1,1,0
BBB,2014J,358001,1,1,1,1
BBB,2014J,361411,1,2,2,1
BBB,2014J,363213,2,1,1,1
BBB,2014J,364527,1,1,1,1
BBB,2014J,365111,1,2,1,0
BBB,2014J,366479,1,1,2,1
BBB,2014J,368521,1,1,1,1
BBB,2014J,373174,1,1,1,1
BBB,2014J,381882,1,1,1,0
BBB,2014J,385341,1,1,1,0
BBB,2014J,385405,2,1,2,1
BBB,2014J,391937,1,1,2,1
BBB,2014J,395320,1,2,2,1
BBB,2014J,395822,1,1,1,1
BBB,2014J,396016,1,1,1,0
BBB,2014J,397414,1,1,1,1
BBB,2014J,398442,2,1,1,1
BBB,2014J,400549,1,1,1,1
BBB,2014J,401317,1,1,1,1
BBB,2014J,403213,1,1,1,1
BBB,2014J,412081,1,1,2,1
BBB,2014J,418077,1,2,1,1
BBB,2014J,423398,1,2,1,1
BBB,2014J,424220,2,1,1,1
BBB,2014J,433064,1,1,1,0
BBB,2014J,437550,1,1,2,1
BBB,2014J,444768,1,1,1,1
BBB,2014J,447124,1,1,2,1
BBB,2014J,470464,1,1,1,1
BBB,2014J,473095,1,1,2,1
BBB,2014J,473271,1,1,1,1
BBB,2014J,475363,1,1,1,1
BBB,2014J,476769,1,1,1,1
BBB,2014J,481790,1,1,1,1
BBB,2014J,484252,1,1,1,1
BBB,2014J,484490,1,1,2,1
BBB,2014J,486516,1,1,1,0
BBB,2014J,492676,1,1,1,1
BBB,2014J,492979,1,1,1,1
BBB,2014J,495786,2,2,1,0
BBB,2014J,496381,2,1,1,1
BBB,2014J,498841,1,1,1,1
BBB,2014J,499790,1,1,2,1
BBB,2014J,499819,1,1,1,1
BBB,2014J,502767,1,1,2,1
BBB,2014J,505871,1,1,1,0
BBB,2014J,505878,1,1,1,0
BBB,2014J,506020,1,2,1,1
BBB,2014J,506219,1,1,2,1
BBB,2014J,507014,1,1,1,1
BBB,2014J,507783,1,2,1,1
BBB,2014J,509466,1,2,1,0
BBB,2014J,509578,1,1,1,1
BBB,2014J,510068,1,2,1,0
BBB,2014J,511001,1,1,1,1
BBB,2014J,511295,1,2,2,0
BBB,2014J,513250,1,2,2,0
BBB,2014J,513751,1,2,2,1
BBB,2014J,515329,1,1,1,1
BBB,2014J,516434,1,1,2,1
BBB,2014J,516588,1,1,1,0
BBB,2014J,518389,2,2,2,1
BBB,2014J,520024,1,1,1,1
BBB,2014J,520972,1,2,1,1
BBB,2014J,523132,1,1,1,1
BBB,2014J,527102,1,1,1,0
BBB,2014J,530772,1,1,2,1
BBB,2014J,531865,2,2,2,1
BBB,2014J,532779,1,1,2,1
BBB,2014J,533209,1,2,2,1
BBB,2014J,534715,2,1,2,1
BBB,2014J,537194,1,1,2,1
BBB,2014J,541171,1,1,1,0
BBB,2014J,541476,1,1,2,1
BBB,2014J,542164,1,2,1,1
BBB,2014J,543439,1,1,1,1
BBB,2014J,545964,1,1,1,1
BBB,2014J,546250,1,2,1,1
BBB,2014J,547408,1,1,1,1
BBB,2014J,547788,1,2,1,1
BBB,2014J,551000,1,1,1,0
BBB,2014J,551242,1,2,2,1
BBB,2014J,554048,1,1,2,1
BBB,2014J,554599,1,1,1,1
BBB,2014J,555749,1,1,1,1
BBB,2014J,556863,1,1,2,1
BBB,2014J,559344,2,1,1,1
BBB,2014J,559685,1,2,2,0
BBB,2014J,560089,1,1,2,1
BBB,2014J,561206,1,2,2,1
BBB,2014J,561608,1,1,1,1
BBB,2014J,561618,1,2,1,1
BBB,2014J,561979,1,1,1,1
BBB,2014J,563027,1,1,1,1
BBB,2014J,563302,1,1,1,1
BBB,2014J,563820,1,1,1,1
BBB,2014J,565182,1,1,2,1
BBB,2014J,565575,1,1,2,1
BBB,2014J,565576,1,1,2,1
BBB,2014J,568232,1,1,2,1
BBB,2014J,568749,1,2,1,1
BBB,2014J,569981,1,1,2,1
BBB,2014J,570275,1,1,2,1
BBB,2014J,570484,1,2,1,1
BBB,2014J,571395,1,1,1,0
BBB,2014J,572106,1,1,1,0
BBB,2014J,572306,1,1,1,1
BBB,2014J,572395,1,1,1,1
BBB,2014J,572496,1,1,1,1
BBB,2014J,573130,1,1,1,1
BBB,2014J,573131,1,1,1,0
BBB,2014J,573159,1,1,1,0
BBB,2014J,573713,1,1,2,1
BBB,2014J,573873,1,1,1,0
BBB,2014J,574031,1,1,1,1
BBB,2014J,574512,1,1,2,1
BBB,2014J,574841,1,1,1,1
BBB,2014J,574849,1,1,2,1
BBB,2014J,576203,1,2,1,0
BBB,2014J,576913,2,1,1,0
BBB,2014J,577618,1,2,2,1
BBB,2014J,577728,1,1,2,0
BBB,2014J,577743,1,1,1,1
BBB,2014J,578132,1,2,1,1
BBB,2014J,578551,1,1,2,1
BBB,2014J,578861,1,1,2,1
BBB,2014J,581118,1,1,2,1
BBB,2014J,581866,1,2,1,1
BBB,2014J,582040,1,1,1,1
BBB,2014J,582253,1,1,1,1
BBB,2014J,582348,1,1,1,0
BBB,2014J,582460,1,1,1,1
BBB,2014J,582816,1,1,1,0
BBB,2014J,582898,1,1,1,1
BBB,2014J,583954,1,1,2,1
BBB,2014J,584509,1,1,1,1
BBB,2014J,584539,1,2,1,1
BBB,2014J,584864,1,1,2,1
BBB,2014J,585762,1,1,2,1
BBB,2014J,586036,1,1,1,1
BBB,2014J,586180,1,1,1,1
BBB,2014J,586652,1,2,1,1
BBB,2014J,587054,1,2,2,1
BBB,2014J,587860,1,1,1,1
BBB,2014J,588251,2,1,1,0
BBB,2014J,588944,2,1,1,1
BBB,2014J,588991,2,1,1,0
BBB,2014J,589554,1,1,1,1
BBB,2014J,589621,1,1,2,1
BBB,2014J,590086,1,1,1,1
BBB,2014J,590122,1,1,1,1
BBB,2014J,590416,1,2,2,0
BBB,2014J,592733,1,2,1,1
BBB,2014J,593000,2,1,2,1
BBB,2014J,593476,1,1,1,1
BBB,2014J,594872,1,1,1,1
BBB,2014J,595130,1,1,1,1
BBB,2014J,595137,1,1,1,0
BBB,2014J,595421,1,1,2,1
BBB,2014J,595892,1,1,2,1
BBB,2014J,596151,1,1,2,0
BBB,2014J,596728,1,1,1,1
BBB,2014J,598313,2,1,2,1
BBB,2014J,598581,1,1,1,1
BBB,2014J,599108,1,1,1,0
BBB,2014J,599323,1,1,1,0
BBB,2014J,599355,1,1,1,1
BBB,2014J,600398,1,1,1,1
BBB,2014J,600415,1,1,1,1
BBB,2014J,600428,1,1,2,1
BBB,2014J,600463,1,1,1,1
BBB,2014J,601247,2,2,2,1
BBB,2014J,601706,1,1,1,1
BBB,2014J,601803,1,1,1,0
BBB,2014J,602448,1,1,1,0
BBB,2014J,602570,1,1,1,0
BBB,2014J,602666,1,1,1,1
BBB,2014J,602865,1,1,1,1
BBB,2014J,603055,1,1,2,1
BBB,2014J,603113,1,1,1,1
BBB,2014J,603731,2,1,1,1
BBB,2014J,603746,1,1,1,1
BBB,2014J,604358,1,1,1,1
BBB,2014J,605068,1,1,1,1
BBB,2014J,605089,1,1,1,1
BBB,2014J,605243,1,2,1,1
BBB,2014J,605770,1,1,1,1
BBB,2014J,605771,1,1,1,1
BBB,2014J,606105,1,1,1,1
BBB,2014J,606134,1,1,1,1
BBB,2014J,606239,1,2,2,1
BBB,2014J,606442,1,1,1,1
BBB,2014J,606517,1,1,1,1
BBB,2014J,606531,1,2,1,0
BBB,2014J,606586,1,1,1,1
BBB,2014J,606861,1,1,1,1
BBB,2014J,606864,1,2,1,1
BBB,2014J,607603,1,1,1,1
BBB,2014J,608851,1,2,1,1
BBB,2014J,609927,2,1,2,1
BBB,2014J,610385,1,1,1,1
BBB,2014J,610405,1,1,1,1
BBB,2014J,610470,1,3,2,1
BBB,2014J,610545,1,1,1,1
BBB,2014J,611329,1,2,1,1
BBB,2014J,611821,1,2,1,1
BBB,2014J,613102,1,1,2,1
BBB,2014J,613135,2,1,2,0
BBB,2014J,614159,1,1,1,1
BBB,2014J,616660,1,2,2,1
BBB,2014J,617521,1,1,1,1
BBB,2014J,617525,1,1,1,1
BBB,2014J,617530,2,1,1,1
BBB,2014J,618994,1,1,1,1
BBB,2014J,619935,1,2,1,1
BBB,2014J,620550,1,1,1,0
BBB,2014J,620698,1,1,1,1
BBB,2014J,621826,1,1,1,1
BBB,2014J,621856,1,1,1,0
BBB,2014J,622007,1,1,1,0
BBB,2014J,623042,1,1,1,0
BBB,2014J,623097,1,1,1,1
BBB,2014J,623376,1,1,1,1
BBB,2014J,623441,1,1,2,1
BBB,2014J,623519,1,1,1,1
BBB,2014J,623648,1,1,1,1
BBB,2014J,624342,1,1,1,1
BBB,2014J,625666,1,1,2,1
BBB,2014J,625709,1,1,2,0
BBB,2014J,626012,2,1,1,1
BBB,2014J,626139,1,1,1,1
BBB,2014J,626740,1,2,1,1
BBB,2014J,627563,2,2,3,1
BBB,2014J,627660,1,2,1,0
BBB,2014J,628388,2,2,2,1
BBB,2014J,628656,1,2,1,1
BBB,2014J,628679,1,1,1,1
BBB,2014J,628991,1,1,1,1
BBB,2014J,629053,1,1,2,1
BBB,2014J,629127,1,1,2,1
BBB,2014J,629245,1,1,1,1
BBB,2014J,629553,1,1,1,1
BBB,2014J,630274,2,2,1,0
BBB,2014J,630697,1,1,1,1
BBB,2014J,630834,1,1,2,1
BBB,2014J,631230,1,1,1,1
BBB,2014J,631416,1,1,1,1
BBB,2014J,631561,1,1,1,0
BBB,2014J,631640,2,1,2,1
BBB,2014J,631775,1,1,2,0
BBB,2014J,632281,1,1,2,1
BBB,2014J,632473,1,1,2,0
BBB,2014J,632605,1,1,1,0
BBB,2014J,632632,1,2,1,1
BBB,2014J,632955,2,1,1,1
BBB,2014J,633902,1,2,1,1
BBB,2014J,634247,1,1,1,0
BBB,2014J,634636,2,1,1,1
BBB,2014J,635452,1,2,1,1
BBB,2014J,635561,1,1,1,0
BBB,2014J,635777,1,1,1,1
BBB,2014J,635890,1,1,1,0
BBB,2014J,635921,2,1,1,1
BBB,2014J,635924,1,1,1,1
BBB,2014J,636302,1,1,2,1
BBB,2014J,636525,1,1,1,1
BBB,2014J,636953,1,2,1,0
BBB,2014J,637063,1,1,1,1
BBB,2014J,637238,1,2,2,1
BBB,2014J,637348,1,1,1,0
BBB,2014J,637370,1,1,2,1
BBB,2014J,637382,2,2,1,1
BBB,2014J,638756,1,1,1,1
BBB,2014J,640425,1,1,1,1
BBB,2014J,640455,2,1,2,0
BBB,2014J,641329,1,1,2,0
BBB,2014J,641616,1,1,1,1
BBB,2014J,641840,2,1,1,1
BBB,2014J,642083,1,1,1,1
BBB,2014J,642122,1,2,2,1
BBB,2014J,642550,2,1,1,1
BBB,2014J,642595,1,1,2,1
BBB,2014J,642633,1,2,1,0
BBB,2014J,642834,1,1,2,1
BBB,2014J,643172,1,2,2,1
BBB,2014J,643354,1,1,1,1
BBB,2014J,644069,1,1,1,1
BBB,2014J,644362,1,1,1,1
BBB,2014J,644484,1,1,2,1
BBB,2014J,644599,1,2,1,1
BBB,2014J,644822,1,1,1,1
BBB,2014J,644863,1,1,1,0
BBB,2014J,645047,1,1,1,1
BBB,2014J,645098,1,2,2,1
BBB,2014J,645359,1,1,1,1
BBB,2014J,645370,1,1,1,1
BBB,2014J,645678,2,1,1,1
BBB,2014J,646063,1,1,2,1
BBB,2014J,646075,1,2,2,0
BBB,2014J,646178,1,1,1,0
BBB,2014J,646202,1,2,1,1
BBB,2014J,646415,1,1,1,0
BBB,2014J,646484,1,1,2,1
BBB,2014J,646579,1,1,1,1
BBB,2014J,646659,1,1,1,0
BBB,2014J,646776,1,1,1,1
BBB,2014J,646781,2,1,1,1
BBB,2014J,646798,1,1,1,1
BBB,2014J,646844,1,1,2,1
BBB,2014J,647393,1,2,1,1
BBB,2014J,647502,1,2,2,1
BBB,2014J,647511,1,1,1,0
BBB,2014J,647553,1,1,1,1
BBB,2014J,647803,1,1,1,1
BBB,2014J,647883,1,1,1,1
BBB,2014J,647982,1,1,1,1
BBB,2014J,648063,1,1,1,1
BBB,2014J,648135,1,1,1,1
BBB,2014J,648182,1,1,2,1
BBB,2014J,648416,1,1,2,1
BBB,2014J,648537,2,2,1,1
BBB,2014J,648549,2,2,1,1
BBB,2014J,648553,1,1,1,1
BBB,2014J,648585,1,1,1,1
BBB,2014J,648728,2,1,1,1
BBB,2014J,648751,2,2,2,1
BBB,2014J,648778,1,1,1,1
BBB,2014J,648807,1,1,1,1
BBB,2014J,649018,1,1,1,1
BBB,2014J,649027,1,1,1,0
BBB,2014J,649110,1,1,1,1
BBB,2014J,649119,1,1,2,1
BBB,2014J,649231,1,1,1,1
BBB,2014J,649345,1,2,2,1
BBB,2014J,649518,1,1,1,1
BBB,2014J,649749,1,1,1,1
BBB,2014J,649905,1,2,1,1
BBB,2014J,650114,1,1,2,1
BBB,2014J,650247,1,1,2,1
BBB,2014J,650433,1,1,1,0
BBB,2014J,650531,1,2,1,1
BBB,2014J,650797,1,1,1,1
BBB,2014J,650979,1,1,1,1
BBB,2014J,651008,1,2,1,1
BBB,2014J,651027,1,1,1,1
BBB,2014J,651087,1,1,1,0
BBB,2014J,651148,1,1,1,1
BBB,2014J,651177,1,1,2,1
BBB,2014J,651209,1,1,1,1
BBB,2014J,651278,1,1,1,0
BBB,2014J,651394,1,2,1,0
BBB,2014J,651415,1,1,1,1
BBB,2014J,651429,1,2,1,1
BBB,2014J,651678,1,1,1,1
BBB,2014J,651863,1,1,1,1
BBB,2014J,651925,1,1,1,1
BBB,2014J,651979,1,1,1,1
BBB,2014J,651991,1,2,1,1
BBB,2014J,652044,2,2,1,1
BBB,2014J,652226,1,1,1,1
BBB,2014J,652288,2,1,1,0
BBB,2014J,652390,1,1,1,1
BBB,2014J,652553,1,1,1,1
BBB,2014J,652556,1,1,2,0
BBB,2014J,652572,1,1,2,1
BBB,2014J,652605,1,2,1,1
BBB,2014J,652818,1,1,1,1
BBB,2014J,652886,2,1,1,1
BBB,2014J,652969,1,1,2,1
BBB,2014J,653068,1,1,1,1
BBB,2014J,653262,2,1,1,1
BBB,2014J,653597,1,1,1,0
BBB,2014J,653664,1,1,1,1
BBB,2014J,653752,1,1,1,0
BBB,2014J,653840,1,1,1,1
BBB,2014J,653870,1,1,2,1
BBB,2014J,653944,1,1,1,1
BBB,2014J,653951,1,2,1,0
BBB,2014J,653958,1,1,1,1
BBB,2014J,654005,1,1,1,1
BBB,2014J,654043,1,1,1,1
BBB,2014J,654545,1,2,2,0
BBB,2014J,654585,1,2,1,0
BBB,2014J,654657,1,2,1,1
BBB,2014J,655296,1,1,1,1
BBB,2014J,655342,1,1,2,1
BBB,2014J,655546,1,2,2,1
BBB,2014J,655547,1,1,2,1
BBB,2014J,655668,2,1,1,0
BBB,2014J,655828,1,1,2,1
BBB,2014J,656187,2,1,1,1
BBB,2014J,656197,2,2,1,1
BBB,2014J,656222,1,1,2,0
BBB,2014J,656276,1,1,1,0
BBB,2014J,656386,1,1,1,1
BBB,2014J,656455,2,1,1,0
BBB,2014J,656475,2,2,2,0
BBB,2014J,656481,1,1,2,1
BBB,2014J,656494,1,1,1,1
BBB,2014J,656522,1,1,1,1
BBB,2014J,656540,2,1,1,1
BBB,2014J,656566,1,1,1,0
BBB,2014J,656681,1,1,1,1
BBB,2014J,656755,1,1,1,0
BBB,2014J,656784,1,2,1,0
BBB,2014J,656873,1,1,1,1
BBB,2014J,656915,1,2,1,1
BBB,2014J,657099,1,1,1,0
BBB,2014J,674214,1,2,2,1
BBB,2014J,674276,1,2,2,1
BBB,2014J,674322,2,2,1,1
BBB,2014J,674495,1,1,1,1
BBB,2014J,674576,1,1,2,1
BBB,2014J,674616,1,1,1,0
BBB,2014J,674784,1,2,1,1
BBB,2014J,674960,1,1,2,1
BBB,2014J,675231,1,1,1,1
BBB,2014J,675807,1,2,2,1
BBB,2014J,676011,1,1,1,0
BBB,2014J,676169,1,1,1,1
BBB,2014J,676176,1,1,1,1
BBB,2014J,676898,1,1,1,1
BBB,2014J,677203,2,1,2,1
BBB,2014J,677462,1,1,2,1
BBB,2014J,677498,1,1,1,0
BBB,2014J,677846,1,1,1,1
BBB,2014J,677873,1,1,1,1
BBB,2014J,677879,1,1,1,0
BBB,2014J,677892,1,1,1,1
BBB,2014J,677922,1,1,1,1
BBB,2014J,678038,1,1,1,1
BBB,2014J,678080,1,1,1,0
BBB,2014J,678105,1,1,1,1
BBB,2014J,678110,1,1,1,1
BBB,2014J,678244,1,1,1,1
BBB,2014J,678246,1,2,2,1
BBB,2014J,678314,1,1,1,0
BBB,2014J,678373,1,2,1,1
BBB,2014J,678680,1,1,2,1
BBB,2014J,678688,1,1,1,1
BBB,2014J,678955,2,1,1,0
BBB,2014J,678995,1,1,2,1
BBB,2014J,679059,1,1,2,1
BBB,2014J,679174,2,1,1,1
BBB,2014J,679559,1,1,1,1
BBB,2014J,679967,1,1,1,1
BBB,2014J,680146,1,1,1,1
BBB,2014J,680162,1,1,1,1
BBB,2014J,680174,1,1,1,0
BBB,2014J,680219,1,1,1,1
BBB,2014J,680290,2,2,2,1
BBB,2014J,680471,1,2,1,0
BBB,2014J,680541,1,1,2,1
BBB,2014J,680559,1,2,1,0
BBB,2014J,680787,1,1,1,1
BBB,2014J,680798,1,1,2,1
BBB,2014J,680918,2,1,1,1
BBB,2014J,681289,1,1,1,0
BBB,2014J,681384,1,2,2,0
BBB,2014J,681710,1,2,1,0
BBB,2014J,681752,1,2,2,0
BBB,2014J,681984,2,1,1,1
BBB,2014J,682058,1,1,1,1
BBB,2014J,682107,1,1,1,1
BBB,2014J,682343,1,1,2,1
BBB,2014J,682409,1,1,1,1
BBB,2014J,682627,1,2,1,1
BBB,2014J,682887,1,1,1,0
BBB,2014J,683120,1,2,1,1
BBB,2014J,683164,1,1,1,1
BBB,2014J,683202,1,2,2,1
BBB,2014J,683275,1,1,1,1
BBB,2014J,683548,1,1,1,0
BBB,2014J,683592,1,1,1,1
BBB,2014J,683618,1,2,2,1
BBB,2014J,683705,1,2,2,1
BBB,2014J,683783,1,2,1,1
BBB,2014J,683935,1,1,1,1
BBB,2014J,683987,1,1,2,1
BBB,2014J,684072,1,1,2,1
BBB,2014J,684250,2,2,1,1
BBB,2014J,684319,2,3,2,1
BBB,2014J,684329,1,1,2,1
BBB,2014J,684375,2,1,1,1
BBB,2014J,684420,1,1,1,0
BBB,2014J,685079,1,1,1,0
BBB,2014J,685201,1,1,2,1
BBB,2014J,685267,1,1,1,1
BBB,2014J,685318,1,1,2,1
BBB,2014J,685391,1,1,1,1
BBB,2014J,685453,1,1,1,0
BBB,2014J,685702,1,3,2,1
BBB,2014J,685779,1,2,1,1
BBB,2014J,685829,2,1,2,1
BBB,2014J,685830,1,2,1,1
BBB,2014J,685842,1,1,2,1
BBB,2014J,686128,1,1,1,1
BBB,2014J,686286,1,1,1,0
BBB,2014J,686402,1,1,2,0
BBB,2014J,686725,1,1,1,1
BBB,2014J,686791,2,1,1,1
BBB,2014J,686822,1,1,1,1
BBB,2014J,686837,1,2,1,1
BBB,2014J,687037,1,1,1,1
BBB,2014J,687122,1,1,1,1
BBB,2014J,687157,1,1,1,1
BBB,2014J,687185,1,1,2,1
BBB,2014J,687326,1,2,1,0
BBB,2014J,687378,1,1,2,1
BBB,2014J,687379,1,1,2,1
BBB,2014J,687402,1,1,2,1
BBB,2014J,687404,1,2,1,0
BBB,2014J,687406,1,2,2,1
BBB,2014J,687683,1,2,1,1
BBB,2014J,687769,1,2,1,1
BBB,2014J,688011,1,1,1,1
BBB,2014J,688135,1,1,1,1
BBB,2014J,688167,1,1,1,1
BBB,2014J,688376,1,1,2,1
BBB,2014J,688513,1,1,1,1
BBB,2014J,689069,1,1,1,0
BBB,2014J,689094,1,1,1,1
BBB,2014J,689097,1,1,2,1
BBB,2014J,689129,1,1,1,1
BBB,2014J,689131,1,1,1,1
BBB,2014J,689141,2,1,1,1
BBB,2014J,689147,1,1,1,1
BBB,2014J,689157,1,1,1,1
BBB,2014J,689185,1,1,2,0
BBB,2014J,689230,1,1,2,1
BBB,2014J,689333,1,1,1,1
BBB,2014J,689397,1,1,1,0
BBB,2014J,689727,1,1,1,1
BBB,2014J,689768,1,1,1,1
BBB,2014J,689828,2,1,1,1
BBB,2014J,689936,1,1,1,1
BBB,2014J,690116,1,1,2,1
BBB,2014J,690211,1,1,1,1
BBB,2014J,690319,1,2,2,1
BBB,2014J,690469,1,1,1,1
BBB,2014J,690548,1,1,1,0
BBB,2014J,690766,1,2,1,1
BBB,2014J,690767,1,1,1,0
BBB,2014J,691026,1,1,1,1
BBB,2014J,691106,1,1,1,1
BBB,2014J,691122,2,1,1,1
BBB,2014J,691312,1,1,1,1
BBB,2014J,691717,1,1,1,1
BBB,2014J,691851,2,1,1,1
BBB,2014J,691856,1,1,1,1
BBB,2014J,691907,1,2,1,1
BBB,2014J,691997,1,1,1,0
BBB,2014J,692181,1,2,1,1
BBB,2014J,692355,1,1,1,1
BBB,2014J,692484,1,2,2,1
BBB,2014J,692502,1,2,1,1
BBB,2014J,692518,1,1,2,1
BBB,2014J,692521,1,1,1,0
BBB,2014J,692522,1,1,1,1
BBB,2014J,692525,2,1,1,0
BBB,2014J,692827,1,2,2,1
BBB,2014J,692907,1,2,1,1
BBB,2014J,692908,1,1,2,1
BBB,2014J,692918,1,1,1,1
BBB,2014J,692920,1,1,1,1
BBB,2014J,693091,1,1,2,1
BBB,2014J,693098,2,1,1,1
BBB,2014J,693380,2,2,1,1
BBB,2014J,693635,2,1,1,0
BBB,2014J,693692,1,1,1,0
BBB,2014J,694155,1,1,1,0
BBB,2014J,694190,2,1,1,1
BBB,2014J,694338,1,2,2,1
BBB,2014J,694342,1,2,2,1
BBB,2014J,694349,1,1,1,1
BBB,2014J,694490,1,1,2,1
BBB,2014J,694561,1,1,1,1
BBB,2014J,694576,1,1,2,0
BBB,2014J,694706,1,1,1,1
BBB,2014J,694823,2,2,1,1
BBB,2014J,694981,2,1,1,1
BBB,2014J,695015,1,1,1,0
BBB,2014J,695021,1,1,1,1
BBB,2014J,695027,1,1,2,1
BBB,2014J,695031,1,2,1,1
BBB,2014J,695044,1,1,1,1
BBB,2014J,695075,1,1,1,1
BBB,2014J,695084,1,1,1,1
BBB,2014J,695144,1,1,1,1
BBB,2014J,695186,1,1,1,0
BBB,2014J,695259,2,1,1,1
BBB,2014J,695434,1,2,1,0
BBB,2014J,695484,2,1,1,1
BBB,2014J,695510,1,1,2,1
BBB,2014J,695613,1,1,1,1
BBB,2014J,695631,2,1,2,1
BBB,2014J,695654,1,1,1,1
BBB,2014J,695972,1,1,2,1
BBB,2014J,696007,1,1,1,1
BBB,2014J,696301,1,1,2,1
BBB,2014J,696440,1,1,1,1
BBB,2014J,696616,1,2,2,1
BBB,2014J,696799,1,2,1,0
BBB,2014J,696804,1,1,1,1
BBB,2014J,696844,1,2,1,1
BBB,2014J,697345,1,1,1,0
BBB,2014J,697574,2,1,2,1
BBB,2014J,697959,1,1,1,1
BBB,2014J,698180,1,1,1,1
BBB,2014J,698199,1,1,1,1
BBB,2014J,698203,1,2,1,1
BBB,2014J,698208,1,1,2,0
BBB,2014J,698494,1,1,1,1
BBB,2014J,699435,1,2,1,1
BBB,2014J,699437,1,2,2,1
BBB,2014J,700441,1,2,2,1
BBB,2014J,700458,1,2,1,0
BBB,2014J,700815,2,2,1,0
BBB,2014J,1560989,1,2,2,0
BBB,2014J,1563696,1,1,2,1
BBB,2014J,1564706,2,2,2,1
BBB,2014J,1585768,1,1,2,0
BBB,2014J,1664280,1,1,2,1
BBB,2014J,1723749,1,1,2,1
BBB,2014J,1784816,1,1,2,1
BBB,2014J,1832218,1,2,2,1
BBB,2014J,1835389,1,2,2,1
BBB,2014J,1843123,1,2,2,1
BBB,2014J,1891028,1,1,2,0
BBB,2014J,1926542,1,3,1,1
BBB,2014J,1989014,1,2,2,1
BBB,2014J,2009239,1,1,2,1
BBB,2014J,2149487,1,2,2,1
BBB,2014J,2187308,1,2,1,1
BBB,2014J,2216682,2,1,1,1
BBB,2014J,2216778,1,1,2,1
BBB,2014J,2229783,1,2,2,1
BBB,2014J,2242067,1,2,2,1
BBB,2014J,2263129,1,1,2,0
BBB,2014J,2269561,1,2,1,0
BBB,2014J,2278390,2,1,2,0
BBB,2014J,2296716,1,1,2,0
BBB,2014J,2299745,1,2,1,0
BBB,2014J,2318161,1,1,2,1
BBB,2014J,2333415,1,1,2,1
BBB,2014J,2346145,1,1,2,1
BBB,2014J,2363168,1,1,2,1
BBB,2014J,2407594,1,1,2,1
BBB,2014J,2410544,2,2,2,1
BBB,2014J,2414945,2,1,1,0
BBB,2014J,2423078,2,1,2,0
BBB,2014J,2426864,1,1,2,1
BBB,2014J,2428341,1,1,2,1
BBB,2014J,2432551,2,1,2,0
BBB,2014J,2436711,1,1,2,1
BBB,2014J,2448699,1,1,2,0
BBB,2014J,2449399,1,2,2,1
BBB,2014J,2459279,1,1,2,0
BBB,2014J,2462576,1,2,1,1
BBB,2014J,2475591,1,2,2,1
BBB,2014J,2486159,1,1,2,1
BBB,2014J,2487430,1,1,1,1
BBB,2014J,2494258,1,1,1,1
BBB,2014J,2520290,1,1,2,1
BBB,2014J,2537934,2,2,3,0
BBB,2014J,2545047,1,1,1,1
BBB,2014J,2567715,2,1,2,0
BBB,2014J,2570396,1,1,2,1
BBB,2014J,2594368,1,1,1,1
BBB,2014J,2599784,1,2,1,1
BBB,2014J,2610745,1,1,1,1
BBB,2014J,2614777,1,2,2,1
BBB,2014J,2623656,1,1,1,1
BBB,2014J,2638403,1,1,2,1
BBB,2014J,2681505,1,2,2,1
BBB,2014J,2681940,1,1,2,1
BBB,2014J,2688945,1,2,2,1
BBB,2014J,2692969,1,2,2,1
CCC,2014B,28418,1,1,1,0
CCC,2014B,29820,2,2,1,1
CCC,2014B,40604,2,1,2,1
CCC,2014B,42638,2,2,2,1
CCC,2014B,57340,1,1,1,1
CCC,2014B,62278,2,1,1,0
CCC,2014B,64296,2,2,1,0
CCC,2014B,66254,1,1,1,0
CCC,2014B,70381,2,2,2,1
CCC,2014B,75454,2,1,1,1
CCC,2014B,75728,1,2,2,0
CCC,2014B,83219,1,1,1,1
