code_module,code_presentation,id_student,gender,highest_education,age_band,final_result,total_sum_click,avrg_past_grade,exam_grade,completed,weighted
BBB,2014J,596728,1,1,1,1,699,80.25,,1,1
BBB,2014J,598313,2,1,2,1,699,66.6,,1,1
BBB,2014J,598581,1,1,1,1,714,55.8,,1,1
BBB,2014J,599108,1,1,1,0,291,80.0,,1,1
BBB,2014J,599355,1,1,1,1,966,82.9,,1,1
BBB,2014J,600398,1,1,1,1,443,67.35,,1,1
BBB,2014J,600415,1,1,1,1,1541,71.9,,1,1
BBB,2014J,600428,1,1,2,1,847,55.2,,1,1
BBB,2014J,600463,1,1,1,1,147,54.75,,1,1
BBB,2014J,601247,2,2,2,1,1177,64.35,,1,1
BBB,2014J,601706,1,1,1,1,421,91.55555555555556,,0,1
BBB,2014J,601803,1,1,1,0,316,70.0,,0,1
BBB,2014J,602570,1,1,1,0,277,47.05,,1,1
BBB,2014J,602666,1,1,1,1,149,73.55,,1,1
BBB,2014J,602865,1,1,1,1,2049,64.45,,1,1
BBB,2014J,603055,1,1,2,1,312,67.7,,1,1
BBB,2014J,603113,1,1,1,1,670,86.15,,1,1
BBB,2014J,603731,2,1,1,1,1530,66.3,,1,1
BBB,2014J,603746,1,1,1,1,100,73.3,,1,1
BBB,2014J,604358,1,1,1,1,1456,79.3,,1,1
BBB,2014J,605068,1,1,1,1,1854,69.1,,1,1
BBB,2014J,605089,1,1,1,1,407,54.3,,1,1
BBB,2014J,605243,1,2,1,1,1332,75.8,,1,1
BBB,2014J,605770,1,1,1,1,539,68.65,,1,1
BBB,2014J,605771,1,1,1,1,5319,62.75,,1,1
BBB,2014J,606105,1,1,1,1,170,70.9,,1,1
BBB,2014J,606134,1,1,1,1,1408,73.2,,1,1
BBB,2014J,606239,1,2,2,1,800,74.45,,1,1
BBB,2014J,606442,1,1,1,1,773,60.0,,1,1
BBB,2014J,606517,1,1,1,1,231,64.8,,1,1
BBB,2014J,606531,1,2,1,0,7,60.0,,0,1
BBB,2014J,606586,1,1,1,1,30,78.6,,1,1
BBB,2014J,606861,1,1,1,1,861,69.55,,1,1
BBB,2014J,606864,1,2,1,1,385,65.85,,1,1
BBB,2014J,607603,1,1,1,1,665,74.9,,1,1
BBB,2014J,608851,1,2,1,1,1548,72.05,,1,1
BBB,2014J,609927,2,1,2,1,976,71.05,,1,1
BBB,2014J,610385,1,1,1,1,1964,76.3,,1,1
BBB,2014J,610405,1,1,1,1,917,75.2,,1,1
BBB,2014J,610470,1,3,2,1,1201,64.4,,1,1
BBB,2014J,610545,1,1,1,1,1438,70.35,,1,1
BBB,2014J,611329,1,2,1,1,1844,71.3,,1,1
BBB,2014J,611821,1,2,1,1,1241,59.25,,1,1
BBB,2014J,613102,1,1,2,1,919,82.2,,1,1
BBB,2014J,613135,2,1,2,0,285,40.55,,1,1
BBB,2014J,614159,1,1,1,1,262,58.4,,1,1
BBB,2014J,616660,1,2,2,1,2523,78.0,,1,1
BBB,2014J,617521,1,1,1,1,500,77.5,,1,1
BBB,2014J,617525,1,1,1,1,591,79.05,,1,1
BBB,2014J,617530,2,1,1,1,370,59.0,,1,1
BBB,2014J,618994,1,1,1,1,1991,80.05,,1,1
BBB,2014J,619935,1,2,1,1,928,58.25,,1,1
BBB,2014J,620698,1,1,1,1,1110,75.95,,1,1
BBB,2014J,621826,1,1,1,1,265,77.15,,1,1
BBB,2014J,622007,1,1,1,0,118,74.3,,1,1
BBB,2014J,623042,1,1,1,0,921,72.25,,1,1
BBB,2014J,623097,1,1,1,1,857,72.55,,1,1
BBB,2014J,623376,1,1,1,1,1488,70.45,,1,1
BBB,2014J,623441,1,1,2,1,709,57.95,,1,1
BBB,2014J,623519,1,1,1,1,1911,74.05,,1,1
BBB,2014J,623648,1,1,1,1,1493,60.25,,1,1
BBB,2014J,624342,1,1,1,1,1103,81.85,,1,1
BBB,2014J,625666,1,1,2,1,1224,68.3,,1,1
BBB,2014J,625709,1,1,2,0,81,73.0,,0,1
BBB,2014J,626012,2,1,1,1,1211,61.4,,1,1
BBB,2014J,626139,1,1,1,1,1292,71.6,,1,1
BBB,2014J,626740,1,2,1,1,1070,85.25,,1,1
BBB,2014J,627563,2,2,3,1,2075,87.15,,1,1
BBB,2014J,627660,1,2,1,0,1688,58.95,,1,1
BBB,2014J,628388,2,2,2,1,490,79.7,,1,1
BBB,2014J,628656,1,2,1,1,609,55.4,,1,1
BBB,2014J,628679,1,1,1,1,1254,77.55,,1,1
BBB,2014J,628991,1,1,1,1,3357,84.05,,1,1
BBB,2014J,629053,1,1,2,1,2156,76.35,,1,1
BBB,2014J,629127,1,1,2,1,5311,83.6,,1,1
BBB,2014J,629245,1,1,1,1,1847,59.5,,1,1
BBB,2014J,629553,1,1,1,1,257,75.55,,1,1
BBB,2014J,630697,1,1,1,1,132,79.3,,1,1
BBB,2014J,630834,1,1,2,1,2356,73.35,,1,1
BBB,2014J,631230,1,1,1,1,992,58.1,,1,1
BBB,2014J,631416,1,1,1,1,94,70.1,,1,1
BBB,2014J,631561,1,1,1,0,82,1.0,,0,0
BBB,2014J,631640,2,1,2,1,621,81.85,,1,1
BBB,2014J,631775,1,1,2,0,474,46.66666666666666,,0,1
BBB,2014J,632281,1,1,2,1,314,66.0,,1,1
BBB,2014J,632473,1,1,2,0,450,100.0,,0,0
BBB,2014J,632605,1,1,1,0,1343,1.0,,0,0
BBB,2014J,632632,1,2,1,1,739,43.2,,1,1
BBB,2014J,632955,2,1,1,1,556,66.85,,1,1
BBB,2014J,633902,1,2,1,1,3093,79.0,,1,1
BBB,2014J,634247,1,1,1,0,181,66.875,,0,1
BBB,2014J,634636,2,1,1,1,899,55.15,,1,1
BBB,2014J,635452,1,2,1,1,1118,64.9,,1,1
BBB,2014J,635561,1,1,1,0,156,46.0,,0,1
BBB,2014J,635777,1,1,1,1,1773,67.8,,1,1
BBB,2014J,635890,1,1,1,0,1248,43.05,,1,1
BBB,2014J,635921,2,1,1,1,218,67.35,,1,1
BBB,2014J,635924,1,1,1,1,1195,67.9,,1,1
BBB,2014J,636302,1,1,2,1,2939,74.3,,1,1
BBB,2014J,636525,1,1,1,1,694,73.25,,1,1
BBB,2014J,636953,1,2,1,0,145,1.0,,0,0
BBB,2014J,637063,1,1,1,1,2690,79.4,,1,1
BBB,2014J,637238,1,2,2,1,1115,54.8,,1,1
BBB,2014J,637348,1,1,1,0,106,71.76923076923077,,0,1
BBB,2014J,637370,1,1,2,1,1356,67.2,,1,1
BBB,2014J,637382,2,2,1,1,98,82.25,,1,1
BBB,2014J,638756,1,1,1,1,173,65.9,,1,1
BBB,2014J,640425,1,1,1,1,538,72.15,,1,1
BBB,2014J,640455,2,1,2,0,125,55.15,,1,1
BBB,2014J,641329,1,1,2,0,796,25.153846153846157,,0,1
BBB,2014J,641616,1,1,1,1,842,64.65,,1,1
BBB,2014J,641840,2,1,1,1,933,64.3,,1,1
BBB,2014J,642083,1,1,1,1,1755,85.9,,1,1
BBB,2014J,642122,1,2,2,1,1467,52.75,,1,1
BBB,2014J,642550,2,1,1,1,1343,87.45,,1,1
BBB,2014J,642595,1,1,2,1,2807,81.6,,1,1
BBB,2014J,642834,1,1,2,1,2472,64.65,,1,1
BBB,2014J,643172,1,2,2,1,3057,59.75,,1,1
BBB,2014J,643354,1,1,1,1,1073,69.7,,1,1
BBB,2014J,644069,1,1,1,1,499,58.4,,1,1
BBB,2014J,644362,1,1,1,1,2463,74.15,,1,1
BBB,2014J,644484,1,1,2,1,1760,59.95,,1,1
BBB,2014J,644599,1,2,1,1,96,44.45,,1,1
BBB,2014J,644822,1,1,1,1,814,76.1,,1,1
BBB,2014J,644863,1,1,1,0,354,73.1,,1,1
BBB,2014J,645047,1,1,1,1,2326,68.85,,1,1
BBB,2014J,645098,1,2,2,1,1677,82.5,,1,1
BBB,2014J,645359,1,1,1,1,933,65.0,,1,1
BBB,2014J,645370,1,1,1,1,600,72.9,,1,1
BBB,2014J,645678,2,1,1,1,1422,51.35,,1,1
BBB,2014J,646063,1,1,2,1,986,54.15,,1,1
BBB,2014J,646178,1,1,1,0,109,74.66666666666667,,0,1
BBB,2014J,646202,1,2,1,1,994,76.8,,1,1
BBB,2014J,646415,1,1,1,0,354,49.0,,1,1
BBB,2014J,646484,1,1,2,1,3049,67.3,,1,1
BBB,2014J,646579,1,1,1,1,2675,77.8,,1,1
BBB,2014J,646659,1,1,1,0,604,74.95,,1,1
BBB,2014J,646776,1,1,1,1,106,64.1,,1,1
BBB,2014J,646781,2,1,1,1,331,77.1,,1,1
BBB,2014J,646798,1,1,1,1,798,70.9,,1,1
BBB,2014J,646844,1,1,2,1,2850,66.3,,1,1
BBB,2014J,647393,1,2,1,1,2304,74.15,,1,1
BBB,2014J,647502,1,2,2,1,275,64.35,,1,1
BBB,2014J,647553,1,1,1,1,1111,59.7,,1,1
BBB,2014J,647803,1,1,1,1,474,55.65,,1,1
BBB,2014J,647883,1,1,1,1,928,66.7,,1,1
BBB,2014J,647982,1,1,1,1,483,76.1,,1,1
BBB,2014J,648063,1,1,1,1,329,66.85,,1,1
BBB,2014J,648135,1,1,1,1,552,77.1,,1,1
BBB,2014J,648182,1,1,2,1,1064,60.55,,1,1
BBB,2014J,648416,1,1,2,1,1307,68.75,,1,1
BBB,2014J,648537,2,2,1,1,938,70.75,,1,1
BBB,2014J,648549,2,2,1,1,2169,49.8,,1,1
BBB,2014J,648553,1,1,1,1,1082,81.6,,1,1
BBB,2014J,648585,1,1,1,1,420,65.85,,1,1
BBB,2014J,648728,2,1,1,1,1979,61.45,,1,1
BBB,2014J,648751,2,2,2,1,1311,69.45,,1,1
BBB,2014J,648778,1,1,1,1,1558,62.5,,1,1
BBB,2014J,648807,1,1,1,1,1934,82.9,,1,1
BBB,2014J,649018,1,1,1,1,333,54.15,,1,1
BBB,2014J,649027,1,1,1,0,853,67.0,,0,1
BBB,2014J,649110,1,1,1,1,1649,78.3,,1,1
BBB,2014J,649119,1,1,2,1,635,49.7,,1,1
BBB,2014J,649231,1,1,1,1,2740,70.8,,1,1
BBB,2014J,649345,1,2,2,1,1025,64.1,,1,1
BBB,2014J,649518,1,1,1,1,1115,81.55,,1,1
BBB,2014J,649749,1,1,1,1,1995,71.45,,1,1
BBB,2014J,649905,1,2,1,1,1108,68.75,,1,1
BBB,2014J,650114,1,1,2,1,767,49.75,,1,1
BBB,2014J,650247,1,1,2,1,692,83.1,,1,1
BBB,2014J,650433,1,1,1,0,305,63.0,,0,1
BBB,2014J,650531,1,2,1,1,67,60.3,,1,1
BBB,2014J,650797,1,1,1,1,473,56.85,,1,1
BBB,2014J,650979,1,1,1,1,904,40.4,,1,1
BBB,2014J,651008,1,2,1,1,466,75.5,,1,1
BBB,2014J,651027,1,1,1,1,327,40.25,,1,1
BBB,2014J,651148,1,1,1,1,1613,69.25,,1,1
BBB,2014J,651177,1,1,2,1,7324,71.05,,1,1
BBB,2014J,651209,1,1,1,1,286,40.3,,1,1
BBB,2014J,651278,1,1,1,0,175,64.05,,1,1
BBB,2014J,651394,1,2,1,0,740,52.66666666666666,,0,1
BBB,2014J,651415,1,1,1,1,828,68.75,,1,1
BBB,2014J,651429,1,2,1,1,1556,73.15,,1,1
BBB,2014J,651678,1,1,1,1,240,62.65,,1,1
BBB,2014J,651863,1,1,1,1,1686,63.1,,1,1
BBB,2014J,651925,1,1,1,1,1037,66.3,,1,1
BBB,2014J,651979,1,1,1,1,257,44.5,,1,1
BBB,2014J,651991,1,2,1,1,1745,75.35,,1,1
BBB,2014J,652044,2,2,1,1,689,73.6,,1,1
BBB,2014J,652226,1,1,1,1,1061,60.5,,1,1
BBB,2014J,652288,2,1,1,0,971,1.0,,0,0
BBB,2014J,652390,1,1,1,1,265,54.15,,1,1
BBB,2014J,652553,1,1,1,1,60,48.7,,1,1
BBB,2014J,652556,1,1,2,0,627,74.2,,1,1
BBB,2014J,652572,1,1,2,1,1501,59.8,,1,1
BBB,2014J,652605,1,2,1,1,133,56.95,,1,1
BBB,2014J,652818,1,1,1,1,243,72.25,,1,1
BBB,2014J,652886,2,1,1,1,116,62.3,,1,1
BBB,2014J,652969,1,1,2,1,1473,66.55,,1,1
BBB,2014J,653068,1,1,1,1,379,68.95,,1,1
BBB,2014J,653262,2,1,1,1,203,63.05,,1,1
BBB,2014J,653597,1,1,1,0,304,52.0,,0,1
BBB,2014J,653664,1,1,1,1,417,64.15,,1,1
BBB,2014J,653752,1,1,1,0,112,100.0,,0,0
BBB,2014J,653840,1,1,1,1,1589,72.45,,1,1
BBB,2014J,653870,1,1,2,1,1151,68.15,,1,1
BBB,2014J,653944,1,1,1,1,29,70.0,,1,1
BBB,2014J,653951,1,2,1,0,2116,64.75,,1,1
BBB,2014J,653958,1,1,1,1,991,74.2,,1,1
BBB,2014J,654005,1,1,1,1,590,73.15,,1,1
BBB,2014J,654043,1,1,1,1,483,66.23076923076923,,0,1
BBB,2014J,654545,1,2,2,0,374,52.23076923076923,,0,1
BBB,2014J,654585,1,2,1,0,350,1.0,,0,0
BBB,2014J,654657,1,2,1,1,525,67.5,,1,1
BBB,2014J,655296,1,1,1,1,558,65.05,,1,1
BBB,2014J,655342,1,1,2,1,1669,69.7,,1,1
BBB,2014J,655546,1,2,2,1,5015,75.1,,1,1
BBB,2014J,655547,1,1,2,1,672,63.6,,1,1
BBB,2014J,655668,2,1,1,0,583,67.75,,1,1
BBB,2014J,655828,1,1,2,1,722,81.15,,1,1
BBB,2014J,656187,2,1,1,1,281,79.8,,1,1
BBB,2014J,656197,2,2,1,1,2099,64.25,,1,1
BBB,2014J,656222,1,1,2,0,219,56.0,,0,1
BBB,2014J,656276,1,1,1,0,103,1.0,,0,0
BBB,2014J,656386,1,1,1,1,2513,63.3,,1,1
BBB,2014J,656475,2,2,2,0,212,35.7,,1,1
BBB,2014J,656481,1,1,2,1,1342,73.05,,1,1
BBB,2014J,656494,1,1,1,1,289,50.05,,1,1
BBB,2014J,656522,1,1,1,1,61,75.45,,1,1
BBB,2014J,656540,2,1,1,1,1133,54.75,,1,1
BBB,2014J,656566,1,1,1,0,845,61.55,,1,1
BBB,2014J,656681,1,1,1,1,1284,61.5,,1,1
BBB,2014J,656755,1,1,1,0,9,41.15384615384615,,0,1
BBB,2014J,656784,1,2,1,0,820,77.6923076923077,,0,1
BBB,2014J,656873,1,1,1,1,1742,56.5,,1,1
BBB,2014J,656915,1,2,1,1,1977,71.5,,1,1
BBB,2014J,657099,1,1,1,0,112,41.4,,1,1
BBB,2014J,674214,1,2,2,1,692,77.2,,1,1
BBB,2014J,674276,1,2,2,1,1573,68.25,,1,1
BBB,2014J,674322,2,2,1,1,282,62.0,,1,1
BBB,2014J,674495,1,1,1,1,954,71.3,,1,1
BBB,2014J,674576,1,1,2,1,2077,81.6,,1,1
BBB,2014J,674616,1,1,1,0,37,62.61538461538461,,0,1
BBB,2014J,674784,1,2,1,1,551,70.15,,1,1
BBB,2014J,674960,1,1,2,1,198,50.5,,1,1
BBB,2014J,675231,1,1,1,1,826,79.4,,1,1
BBB,2014J,675807,1,2,2,1,742,81.7,,1,1
BBB,2014J,676169,1,1,1,1,47,55.35,,1,1
BBB,2014J,676176,1,1,1,1,985,74.2,,1,1
BBB,2014J,676898,1,1,1,1,763,73.5,,1,1
BBB,2014J,677203,2,1,2,1,1061,64.9,,1,1
BBB,2014J,677462,1,1,2,1,527,65.55,,1,1
BBB,2014J,677498,1,1,1,0,942,55.92307692307692,,0,1
BBB,2014J,677846,1,1,1,1,1018,54.7,,1,1
BBB,2014J,677873,1,1,1,1,2008,63.65,,1,1
BBB,2014J,677879,1,1,1,0,215,41.3,,1,1
BBB,2014J,677892,1,1,1,1,1157,49.5,,1,1
BBB,2014J,677922,1,1,1,1,542,84.7,,1,1
BBB,2014J,678038,1,1,1,1,279,77.7,,1,1
BBB,2014J,678080,1,1,1,0,176,1.0,,0,0
BBB,2014J,678105,1,1,1,1,1196,65.9,,1,1
BBB,2014J,678110,1,1,1,1,388,68.75,,1,1
BBB,2014J,678244,1,1,1,1,1788,70.3,,1,1
BBB,2014J,678246,1,2,2,1,1002,67.9,,1,1
BBB,2014J,678314,1,1,1,0,1088,72.3,,1,1
BBB,2014J,678373,1,2,1,1,1223,60.7,,1,1
BBB,2014J,678680,1,1,2,1,1080,54.1,,1,1
BBB,2014J,678688,1,1,1,1,1326,74.05,,1,1
BBB,2014J,678955,2,1,1,0,911,70.55,,1,1
BBB,2014J,678995,1,1,2,1,3192,76.2,,1,1
BBB,2014J,679059,1,1,2,1,1998,74.3,,1,1
BBB,2014J,679174,2,1,1,1,1361,81.75,,1,1
BBB,2014J,679559,1,1,1,1,500,50.85,,1,1
BBB,2014J,679967,1,1,1,1,1294,69.75,,1,1
BBB,2014J,680146,1,1,1,1,1916,70.4,,1,1
BBB,2014J,680162,1,1,1,1,886,55.1,,1,1
BBB,2014J,680174,1,1,1,0,1046,51.65,,1,1
BBB,2014J,680219,1,1,1,1,1353,75.3,,1,1
BBB,2014J,680290,2,2,2,1,1503,44.05,,1,1
BBB,2014J,680471,1,2,1,0,778,70.65,,1,1
BBB,2014J,680541,1,1,2,1,435,87.9,,1,1
BBB,2014J,680559,1,2,1,0,587,71.9,,1,1
BBB,2014J,680787,1,1,1,1,1503,65.55,,1,1
BBB,2014J,680798,1,1,2,1,2153,68.25,,1,1
BBB,2014J,680918,2,1,1,1,1230,61.55,,1,1
BBB,2014J,681289,1,1,1,0,1340,90.15,,1,1
BBB,2014J,681710,1,2,1,0,77,100.0,,0,0
BBB,2014J,681752,1,2,2,0,97,100.0,,0,0
BBB,2014J,681984,2,1,1,1,82,54.75,,1,1
BBB,2014J,682058,1,1,1,1,418,75.05,,1,1
BBB,2014J,682107,1,1,1,1,1188,57.7,,1,1
BBB,2014J,682343,1,1,2,1,3365,75.4,,1,1
BBB,2014J,682409,1,1,1,1,1252,75.15,,1,1
BBB,2014J,682627,1,2,1,1,1544,72.85,,1,1
BBB,2014J,682887,1,1,1,0,638,75.5,,1,1
BBB,2014J,683120,1,2,1,1,2163,87.45,,1,1
BBB,2014J,683164,1,1,1,1,243,73.85,,1,1
BBB,2014J,683202,1,2,2,1,807,73.15,,1,1
BBB,2014J,683275,1,1,1,1,170,62.35,,1,1
BBB,2014J,683548,1,1,1,0,590,80.3076923076923,,0,1
BBB,2014J,683592,1,1,1,1,960,57.35,,1,1
BBB,2014J,683618,1,2,2,1,644,66.2,,1,1
BBB,2014J,683705,1,2,2,1,861,67.2,,1,1
BBB,2014J,683783,1,2,1,1,2337,69.75,,1,1
BBB,2014J,683935,1,1,1,1,1250,71.15,,1,1
BBB,2014J,683987,1,1,2,1,2212,82.2,,1,1
BBB,2014J,684072,1,1,2,1,2286,75.9,,1,1
BBB,2014J,684250,2,2,1,1,183,72.65,,1,1
BBB,2014J,684319,2,3,2,1,1397,65.25,,1,1
BBB,2014J,684329,1,1,2,1,2536,69.95,,1,1
BBB,2014J,684375,2,1,1,1,458,66.8,,1,1
BBB,2014J,684420,1,1,1,0,14,47.5,,1,1
BBB,2014J,685079,1,1,1,0,1567,44.23076923076923,,0,1
BBB,2014J,685201,1,1,2,1,1556,55.25,,1,1
BBB,2014J,685267,1,1,1,1,785,64.75,,1,1
BBB,2014J,685318,1,1,2,1,864,67.35,,1,1
BBB,2014J,685391,1,1,1,1,1386,69.05,,1,1
BBB,2014J,685453,1,1,1,0,408,60.15384615384615,,0,1
BBB,2014J,685702,1,3,2,1,528,74.25,,1,1
BBB,2014J,685779,1,2,1,1,532,65.25,,1,1
BBB,2014J,685829,2,1,2,1,423,65.35,,1,1
BBB,2014J,685830,1,2,1,1,1233,83.3,,1,1
BBB,2014J,685842,1,1,2,1,3314,76.7,,1,1
BBB,2014J,686128,1,1,1,1,974,70.15,,1,1
BBB,2014J,686286,1,1,1,0,105,100.0,,0,0
BBB,2014J,686402,1,1,2,0,553,69.3,,1,1
BBB,2014J,686725,1,1,1,1,1040,74.15,,1,1
BBB,2014J,686791,2,1,1,1,1409,85.8,,1,1
BBB,2014J,686822,1,1,1,1,1018,96.8,,1,1
BBB,2014J,686837,1,2,1,1,879,74.3,,1,1
BBB,2014J,687037,1,1,1,1,1939,71.05,,1,1
BBB,2014J,687122,1,1,1,1,1895,55.75,,1,1
BBB,2014J,687157,1,1,1,1,1101,55.75,,1,1
BBB,2014J,687185,1,1,2,1,440,66.7,,1,1
BBB,2014J,687326,1,2,1,0,293,49.1,,1,1
BBB,2014J,687378,1,1,2,1,5233,68.55,,1,1
BBB,2014J,687379,1,1,2,1,2161,60.6,,1,1
BBB,2014J,687402,1,1,2,1,735,71.95,,1,1
BBB,2014J,687404,1,2,1,0,8,1.0,,0,0
BBB,2014J,687406,1,2,2,1,1351,64.4,,1,1
BBB,2014J,687683,1,2,1,1,1165,78.6,,1,1
BBB,2014J,687769,1,2,1,1,797,64.8,,1,1
BBB,2014J,688011,1,1,1,1,429,77.75,,1,1
BBB,2014J,688135,1,1,1,1,859,69.23076923076923,,0,1
BBB,2014J,688167,1,1,1,1,704,,,1,1
BBB,2014J,688376,1,1,2,1,857,56.3,,1,1
BBB,2014J,688513,1,1,1,1,1389,81.2,,1,1
BBB,2014J,689069,1,1,1,0,315,48.0,,0,1
BBB,2014J,689094,1,1,1,1,669,70.55,,1,1
BBB,2014J,689097,1,1,2,1,2124,48.2,,1,1
BBB,2014J,689129,1,1,1,1,330,71.23076923076923,,0,1
BBB,2014J,689131,1,1,1,1,914,68.4,,1,1
BBB,2014J,689141,2,1,1,1,423,43.4,,1,1
BBB,2014J,689147,1,1,1,1,290,56.0,,1,1
BBB,2014J,689157,1,1,1,1,674,63.8,,1,1
BBB,2014J,689185,1,1,2,0,489,63.84615384615385,,0,1
BBB,2014J,689230,1,1,2,1,831,74.85,,1,1
BBB,2014J,689333,1,1,1,1,592,53.1,,1,1
BBB,2014J,689397,1,1,1,0,199,46.9,,1,1
BBB,2014J,689727,1,1,1,1,597,61.35,,1,1
BBB,2014J,689768,1,1,1,1,188,68.45,,1,1
BBB,2014J,689828,2,1,1,1,111,74.1,,1,1
BBB,2014J,689936,1,1,1,1,466,77.5,,1,1
BBB,2014J,690116,1,1,2,1,2386,54.55,,1,1
BBB,2014J,690211,1,1,1,1,665,72.65,,1,1
BBB,2014J,690319,1,2,2,1,958,62.3,,1,1
BBB,2014J,690469,1,1,1,1,3774,65.55,,1,1
BBB,2014J,690548,1,1,1,0,61,100.0,,0,0
BBB,2014J,690766,1,2,1,1,1305,56.0,,1,1
BBB,2014J,690767,1,1,1,0,474,53.84615384615385,,0,1
BBB,2014J,691026,1,1,1,1,2203,69.0,,1,1
BBB,2014J,691106,1,1,1,1,65,71.05,,1,1
BBB,2014J,691122,2,1,1,1,689,71.05,,1,1
BBB,2014J,691312,1,1,1,1,670,59.5,,1,1
BBB,2014J,691717,1,1,1,1,874,72.9,,1,1
BBB,2014J,691851,2,1,1,1,694,81.65,,1,1
BBB,2014J,691856,1,1,1,1,262,58.25,,1,1
BBB,2014J,691907,1,2,1,1,1195,73.0,,1,1
BBB,2014J,691997,1,1,1,0,105,54.4,,1,1
BBB,2014J,692181,1,2,1,1,802,70.3,,1,1
BBB,2014J,692355,1,1,1,1,1720,84.45,,1,1
BBB,2014J,692484,1,2,2,1,942,75.5,,1,1
BBB,2014J,692502,1,2,1,1,3325,69.6,,1,1
BBB,2014J,692518,1,1,2,1,2019,52.95,,1,1
BBB,2014J,692521,1,1,1,0,21,49.833333333333336,,0,1
BBB,2014J,692522,1,1,1,1,219,69.65,,1,1
BBB,2014J,692525,2,1,1,0,227,53.0,,1,1
BBB,2014J,692827,1,2,2,1,1315,78.0,,1,1
BBB,2014J,692907,1,2,1,1,371,60.5,,1,1
BBB,2014J,692908,1,1,2,1,1288,74.05,,1,1
BBB,2014J,692918,1,1,1,1,623,80.5,,1,1
BBB,2014J,692920,1,1,1,1,445,64.5,,1,1
BBB,2014J,693091,1,1,2,1,1435,70.4,,1,1
BBB,2014J,693098,2,1,1,1,463,69.35,,1,1
BBB,2014J,693380,2,2,1,1,190,97.3,,1,1
BBB,2014J,693635,2,1,1,0,156,64.75,,1,1
BBB,2014J,693692,1,1,1,0,53,58.0,,0,1
BBB,2014J,694155,1,1,1,0,1410,59.05,,1,1
BBB,2014J,694190,2,1,1,1,73,70.05,,1,1
BBB,2014J,694338,1,2,2,1,1023,69.3,,1,1
BBB,2014J,694342,1,2,2,1,1102,69.0,,1,1
BBB,2014J,694349,1,1,1,1,256,52.2,,1,1
BBB,2014J,694490,1,1,2,1,1072,87.5,,1,1
BBB,2014J,694561,1,1,1,1,1557,56.75,,1,1
BBB,2014J,694576,1,1,2,0,1023,74.55,,1,1
BBB,2014J,694706,1,1,1,1,306,74.9,,1,1
BBB,2014J,694823,2,2,1,1,1023,65.2,,1,1
BBB,2014J,694981,2,1,1,1,246,56.05,,1,1
BBB,2014J,695021,1,1,1,1,243,73.0,,1,1
BBB,2014J,695027,1,1,2,1,631,68.9,,1,1
BBB,2014J,695031,1,2,1,1,362,70.85,,1,1
BBB,2014J,695044,1,1,1,1,1409,56.0,,1,1
BBB,2014J,695075,1,1,1,1,985,73.35,,1,1
BBB,2014J,695084,1,1,1,1,730,69.5,,1,1
BBB,2014J,695144,1,1,1,1,173,48.5,,1,1
BBB,2014J,695186,1,1,1,0,7,1.0,,0,0
BBB,2014J,695259,2,1,1,1,806,59.5,,1,1
BBB,2014J,695434,1,2,1,0,2230,63.85,,1,1
BBB,2014J,695484,2,1,1,1,432,58.2,,1,1
BBB,2014J,695510,1,1,2,1,848,56.65,,1,1
BBB,2014J,695613,1,1,1,1,193,53.95,,1,1
BBB,2014J,695631,2,1,2,1,1427,71.9,,1,1
BBB,2014J,695654,1,1,1,1,277,82.0,,1,1
BBB,2014J,695972,1,1,2,1,777,69.95,,1,1
BBB,2014J,696007,1,1,1,1,2557,74.9,,1,1
BBB,2014J,696301,1,1,2,1,927,50.15,,1,1
BBB,2014J,696440,1,1,1,1,292,71.7,,1,1
BBB,2014J,696616,1,2,2,1,991,75.6,,1,1
BBB,2014J,696799,1,2,1,0,18,39.333333333333336,,0,1
BBB,2014J,696804,1,1,1,1,362,78.45,,1,1
BBB,2014J,696844,1,2,1,1,356,59.1,,1,1
BBB,2014J,697345,1,1,1,0,500,41.66666666666666,,0,1
BBB,2014J,697574,2,1,2,1,696,59.75,,1,1
BBB,2014J,697959,1,1,1,1,1188,62.5,,1,1
BBB,2014J,698180,1,1,1,1,1087,75.05,,1,1
BBB,2014J,698199,1,1,1,1,997,66.1,,1,1
BBB,2014J,698203,1,2,1,1,136,62.4,,1,1
BBB,2014J,698208,1,1,2,0,438,27.46153846153846,,0,1
BBB,2014J,698494,1,1,1,1,304,69.75,,1,1
BBB,2014J,699435,1,2,1,1,978,73.95,,1,1
BBB,2014J,699437,1,2,2,1,344,81.2,,1,1
BBB,2014J,700441,1,2,2,1,2437,76.1,,1,1
BBB,2014J,700458,1,2,1,0,277,100.0,,0,0
BBB,2014J,700815,2,2,1,0,677,71.23076923076923,,0,1
BBB,2014J,1560989,1,2,2,0,942,54.1,,1,1
BBB,2014J,1563696,1,1,2,1,581,72.85,,1,1
BBB,2014J,1564706,2,2,2,1,1741,79.6,,1,1
BBB,2014J,1585768,1,1,2,0,195,75.66666666666667,,0,1
BBB,2014J,1664280,1,1,2,1,1276,85.35,,1,1
BBB,2014J,1723749,1,1,2,1,598,,,1,1
BBB,2014J,1784816,1,1,2,1,618,55.9,,1,1
BBB,2014J,1832218,1,2,2,1,618,74.3,,1,1
BBB,2014J,1835389,1,2,2,1,2236,71.4,,1,1
BBB,2014J,1843123,1,2,2,1,796,78.8,,1,1
BBB,2014J,1891028,1,1,2,0,109,72.0,,0,1
