code_module,code_presentation,id_student,total_sum_click
BBB,2013B,554818,17
BBB,2013B,555102,140
BBB,2013B,539737,165
BBB,2013B,544351,919
BBB,2013B,484161,32
BBB,2013B,2280038,78
BBB,2013B,2279538,56
BBB,2013B,472348,122
BBB,2013B,516776,10
BBB,2013B,538232,243
DDD,2013B,538232,294
BBB,2013B,546157,289
BBB,2013B,527659,63
BBB,2013B,86291,69
BBB,2013J,86291,128
BBB,2013B,546333,3
BBB,2013B,556605,257
BBB,2013B,485782,1
BBB,2013B,552719,3
BBB,2013B,546811,142
BBB,2013B,544017,103
BBB,2013B,549278,22
BBB,2013B,1776925,153
BBB,2013B,542692,24
BBB,2013B,2445949,20
BBB,2013B,2442685,81
BBB,2013B,532668,14
BBB,2013B,545896,6
BBB,2013B,478873,214
BBB,2013B,547267,30
BBB,2013B,541803,164
BBB,2013B,556481,7
BBB,2013B,558703,191
BBB,2013B,512070,23
BBB,2013B,2423078,5
BBB,2014J,2423078,12
BBB,2013B,565870,674
BBB,2013B,530669,2656
BBB,2013B,380151,20
BBB,2013B,532142,26
BBB,2013B,551759,5
BBB,2013B,117071,74
BBB,2013B,2216178,1
BBB,2013B,432319,49
BBB,2013B,2035022,112
BBB,2013B,542172,115
BBB,2013B,551985,1
BBB,2013B,557938,15
BBB,2013B,554393,21
BBB,2013B,548831,10
BBB,2013B,351543,5
BBB,2013B,442466,97
BBB,2013B,558146,1
BBB,2013B,539426,1
BBB,2013J,539426,22
BBB,2013B,551274,6
BBB,2013J,560773,1307
BBB,2013J,560920,231
BBB,2014B,560920,147
BBB,2013J,560567,298
BBB,2013J,561457,1062
BBB,2013J,561534,2406
BBB,2013J,561549,392
BBB,2013J,561591,328
BBB,2013J,561841,1711
BBB,2013J,564958,929
BBB,2013J,565513,1457
BBB,2013J,563733,343
BBB,2013J,563706,1185
BBB,2013J,564792,615
BBB,2013J,566346,4577
BBB,2013J,567033,733
BBB,2013J,567059,12
BBB,2014B,567059,85
BBB,2013J,567363,334
BBB,2013J,567402,414
BBB,2013J,568370,2002
BBB,2014B,568370,588
BBB,2013J,552177,29
BBB,2013J,547718,545
BBB,2013J,551234,8226
BBB,2013J,551219,791
BBB,2013J,550880,495
BBB,2013J,551031,859
BBB,2013J,549745,290
BBB,2013J,549918,7195
BBB,2013J,549445,889
BBB,2013J,554297,201
BBB,2013J,554243,417
BBB,2014J,554243,204
BBB,2013J,554540,834
BBB,2013J,552339,2461
BBB,2013J,555346,798
BBB,2013J,555721,1468
BBB,2013J,559168,247
BBB,2013J,560074,748
BBB,2013J,558983,1161
BBB,2013J,560030,259
BBB,2013J,558533,484
BBB,2013J,545462,5375
BBB,2013J,542562,122
GGG,2014B,542562,1296
BBB,2013J,547311,756
BBB,2013J,546941,790
BBB,2013J,541586,2555
BBB,2013J,530487,1621
BBB,2013J,525974,2596
BBB,2013J,532477,4728
BBB,2013J,531643,3134
BBB,2013J,531384,4370
BBB,2013J,527580,1014
BBB,2013J,526810,801
BBB,2013J,532868,2775
BBB,2013J,533414,34
BBB,2013J,532615,601
BBB,2013J,540249,836
BBB,2013J,534323,500
BBB,2013J,536852,445
BBB,2013J,536649,434
BBB,2013J,536632,158
BBB,2013J,536318,628
BBB,2013J,287309,648
BBB,2013J,286690,237
BBB,2013J,286402,1669
BBB,2013J,287107,4822
BBB,2013J,293712,466
BBB,2013J,291544,628
BBB,2013J,301987,943
BBB,2013J,301583,399
BBB,2013J,277812,1343
BBB,2013J,277537,538
BBB,2013J,278794,523
BBB,2013J,280151,71
BBB,2013J,282785,74
BBB,2013J,282038,187
BBB,2013J,308359,75
BBB,2013J,314850,555
BBB,2013J,318848,407
BBB,2013J,325887,1151
BBB,2013J,324614,161
BBB,2013J,333117,321
BBB,2013J,335136,767
BBB,2013J,337151,718
BBB,2013J,339608,140
BBB,2013J,336646,75
BBB,2013J,336478,740
BBB,2013J,345083,1975
BBB,2013J,344568,673
BBB,2013J,322728,78
BBB,2013J,319618,441
BBB,2013J,109372,1450
BBB,2013J,132626,480
BBB,2013J,134563,5183
BBB,2013J,123716,1068
BBB,2013J,124909,1520
BBB,2013J,108760,846
BBB,2013J,105527,993
BBB,2013J,106588,981
BBB,2013J,105883,4022
BBB,2013J,128889,9524
BBB,2013J,151917,909
BBB,2014J,151917,713
BBB,2013J,230081,727
BBB,2013J,231959,271
BBB,2014B,231959,156
BBB,2013J,188026,444
BBB,2013J,154570,12401
BBB,2013J,154011,681
BBB,2013J,157795,1519
BBB,2013J,165823,74
BBB,2013J,197240,330
BBB,2013J,189095,904
BBB,2013J,195096,411
BBB,2013J,198339,142
BBB,2013J,205788,1028
BBB,2013J,368077,1558
BBB,2013J,365169,1096
BBB,2013J,365060,178
BBB,2013J,365631,1266
BBB,2013J,380205,133
BBB,2013J,379983,50
BBB,2013J,380240,814
BBB,2013J,381541,1099
BBB,2013J,373807,2171
BBB,2013J,373174,376
BBB,2014J,373174,1151
BBB,2013J,370307,302
BBB,2013J,364871,698
BBB,2013J,364073,423
BBB,2013J,248653,1079
BBB,2013J,248716,672
BBB,2013J,240993,1246
BBB,2013J,243851,1060
BBB,2013J,268589,2822
BBB,2013J,271346,195
BBB,2013J,274971,580
BBB,2013J,233957,414
BBB,2013J,235258,15
BBB,2013J,233752,7769
BBB,2013J,262639,453
BBB,2013J,266331,1113
BBB,2013J,266744,350
BBB,2014B,266744,35
BBB,2013J,265170,485
BBB,2013J,264152,3454
BBB,2013J,90243,1084
BBB,2013J,31014,531
BBB,2013J,51301,670
BBB,2013J,48040,1829
BBB,2013J,52797,1117
BBB,2013J,84812,474
BBB,2013J,78255,191
BBB,2014B,78255,130
BBB,2013J,80717,3699
BBB,2013J,73489,1845
BBB,2013J,74585,7811
BBB,2013J,603908,305
BBB,2013J,604200,11421
BBB,2013J,604187,975
BBB,2013J,604292,7884
BBB,2013J,604315,2848
BBB,2013J,604356,976
BBB,2013J,605679,78
BBB,2013J,606063,43
BBB,2013J,605292,94
BBB,2013J,605595,464
BBB,2013J,603270,924
BBB,2013J,603287,182
BBB,2013J,603398,567
BBB,2013J,603601,1177
BBB,2013J,603661,822
BBB,2013J,604939,436
BBB,2013J,604917,1270
BBB,2013J,605009,672
BBB,2013J,606333,26
BBB,2013J,606450,642
BBB,2013J,606562,2051
BBB,2013J,606410,283
BBB,2013J,606736,118
BBB,2013J,606972,3
BBB,2013J,607097,1099
BBB,2013J,607080,6
BBB,2013J,607398,1602
BBB,2013J,607382,2
BBB,2013J,607493,518
BBB,2013J,612255,610
BBB,2013J,612656,539
BBB,2013J,612661,665
BBB,2013J,613171,760
BBB,2013J,613418,684
BBB,2013J,614546,1760
BBB,2013J,614556,1160
BBB,2013J,613738,920
BBB,2013J,614072,922
BBB,2013J,599794,4851
BBB,2013J,599836,826
BBB,2013J,600121,2579
BBB,2013J,600470,268
BBB,2013J,601505,468
BBB,2013J,601499,1578
BBB,2013J,601934,824
BBB,2013J,601706,839
BBB,2014J,601706,421
BBB,2013J,602147,263
BBB,2013J,600684,3803
BBB,2013J,600856,1441
BBB,2013J,600966,437
BBB,2013J,602245,9668
BBB,2013J,602631,17
BBB,2013J,602458,779
BBB,2013J,602395,356
BBB,2013J,602826,852
BBB,2013J,608419,1030
BBB,2013J,608738,715
BBB,2013J,607804,352
BBB,2013J,607892,1122
BBB,2013J,607848,417
BBB,2013J,607914,2955
BBB,2013J,608000,1376
BBB,2013J,608041,916
BBB,2013J,609307,1320
BBB,2013J,609422,288
BBB,2014B,609422,69
BBB,2013J,609811,2210
BBB,2013J,609860,293
BBB,2013J,609887,150
BBB,2013J,610260,660
BBB,2013J,610428,340
BBB,2013J,608766,422
BBB,2013J,609010,226
BBB,2013J,609046,925
BBB,2013J,609047,904
BBB,2013J,609193,89
BBB,2013J,608939,273
BBB,2013J,610553,287
BBB,2013J,611004,49
BBB,2013J,611017,823
BBB,2013J,611315,1832
BBB,2013J,611688,1776
BBB,2013J,1541133,2208
BBB,2013J,1588208,423
BBB,2014B,1588208,1329
BBB,2013J,1624707,1323
BBB,2013J,1421720,774
BBB,2013J,1411627,3342
BBB,2013J,1440341,1663
BBB,2013J,2299338,701
BBB,2013J,2284583,1283
BBB,2013J,2294490,899
BBB,2013J,2320306,2004
BBB,2013J,2338586,330
BBB,2013J,2239140,245
BBB,2013J,2273256,887
BBB,2013J,2272630,154
BBB,2013J,2390117,392
BBB,2013J,2465209,619
BBB,2013J,2463213,12238
BBB,2013J,2463950,379
BBB,2013J,2460002,132
BBB,2013J,2473780,1593
BBB,2013J,2425156,475
BBB,2013J,2539858,2444
BBB,2013J,2540724,1250
BBB,2013J,2544448,425
BBB,2013J,2451269,746
BBB,2013J,1946308,852
BBB,2013J,1866742,102
BBB,2014B,1866742,402
BBB,2013J,1778145,1029
BBB,2013J,1939695,1160
BBB,2013J,1941248,1375
BBB,2013J,2583791,504
BBB,2013J,2587329,1489
BBB,2013J,2588742,309
BBB,2013J,2656860,269
BBB,2013J,2553890,1061
BBB,2013J,2557885,361
BBB,2013J,2545488,464
BBB,2013J,2638377,945
BBB,2013J,2625315,3744
BBB,2013J,2638818,1651
BBB,2013J,2631545,109
BBB,2013J,2619107,437
BBB,2013J,2617839,292
BBB,2013J,2620432,49
BBB,2013J,2680344,1920
BBB,2013J,2573353,433
BBB,2013J,2567158,963
BBB,2013J,2115711,1450
BBB,2013J,2072166,207
BBB,2013J,2062995,650
BBB,2013J,2147929,293
BBB,2013J,2211448,63
BBB,2013J,2187146,1866
BBB,2013J,2029037,1875
BBB,2013J,572765,351
BBB,2013J,572514,462
BBB,2013J,570970,30
BBB,2013J,571083,525
BBB,2013J,571516,634
BBB,2013J,571554,1205
BBB,2013J,571681,1558
BBB,2013J,571693,475
BBB,2013J,571907,473
BBB,2013J,571885,681
BBB,2013J,571871,903
BBB,2013J,570168,10433
BBB,2013J,570177,42
BBB,2013J,570759,805
BBB,2013J,570783,517
BBB,2013J,572067,1140
BBB,2013J,572051,317
BBB,2013J,572103,1388
BBB,2013J,569035,1104
BBB,2013J,574125,648
BBB,2013J,574212,5235
BBB,2013J,574250,1524
BBB,2013J,573821,558
BBB,2013J,573831,446
BBB,2013J,573790,764
BBB,2013J,574320,1914
BBB,2013J,574348,1929
BBB,2013J,574051,267
BBB,2013J,573159,615
BBB,2014J,573159,234
BBB,2013J,573519,382
BBB,2013J,575018,262
BBB,2013J,574973,1166
BBB,2013J,575089,148
BBB,2013J,575124,1057
BBB,2013J,575560,565
BBB,2013J,574549,324
BBB,2013J,574648,579
BBB,2013J,576524,457
BBB,2013J,576841,799
BBB,2013J,576935,1577
BBB,2013J,576940,7341
BBB,2013J,577099,715
BBB,2013J,577256,341
BBB,2013J,577376,738
BBB,2013J,577498,808
BBB,2013J,577648,575
BBB,2013J,583113,550
BBB,2013J,583142,384
BBB,2013J,583255,226
BBB,2013J,583708,345
BBB,2013J,583873,1412
BBB,2013J,583970,499
BBB,2013J,584766,979
BBB,2013J,584762,409
BBB,2014B,584762,19
BBB,2013J,585406,217
BBB,2013J,585693,11619
BBB,2013J,585779,1188
BBB,2013J,586072,160
BBB,2013J,586346,2386
BBB,2013J,586416,1034
BBB,2013J,584813,374
BBB,2013J,585200,512
BBB,2013J,586535,1579
BBB,2013J,586516,2573
BBB,2014J,586516,2582
BBB,2013J,586996,5257
BBB,2013J,587223,2105
BBB,2013J,587219,694
BBB,2013J,587418,911
BBB,2013J,587423,2534
BBB,2013J,596451,3925
BBB,2013J,596596,800
BBB,2013J,598243,1397
BBB,2013J,598503,896
BBB,2013J,597878,962
BBB,2013J,595818,897
BBB,2013J,595925,613
BBB,2013J,596017,1037
BBB,2013J,596100,68
BBB,2013J,596112,52
BBB,2013J,596144,297
BBB,2013J,596892,171
BBB,2013J,597078,275
BBB,2013J,597102,490
BBB,2013J,596961,526
BBB,2013J,597050,1532
BBB,2013J,598623,1501
BBB,2013J,598969,1441
BBB,2013J,599230,3015
BBB,2013J,599292,1372
BBB,2013J,599402,277
BBB,2013J,593685,196
BBB,2013J,593695,291
BBB,2013J,593727,2403
BBB,2013J,593712,546
BBB,2013J,593707,545
BBB,2013J,593898,1587
BBB,2013J,594043,957
BBB,2013J,593871,1130
BBB,2013J,592147,957
BBB,2013J,592256,156
BBB,2013J,592317,534
BBB,2013J,592322,1938
BBB,2013J,592441,581
BBB,2013J,592480,507
BBB,2013J,592618,915
BBB,2013J,592815,773
BBB,2013J,592949,178
BBB,2013J,592972,147
BBB,2013J,593299,234
BBB,2013J,593440,20
BBB,2013J,593441,301
BBB,2013J,593427,966
BBB,2013J,593593,233
BBB,2013J,593613,264
BBB,2013J,594468,1067
BBB,2013J,594456,556
BBB,2013J,594529,871
BBB,2013J,594762,671
BBB,2013J,594776,1127
BBB,2013J,594693,618
BBB,2013J,594845,270
BBB,2013J,595138,389
BBB,2013J,595232,217
BBB,2013J,595436,510
BBB,2013J,579619,2719
BBB,2013J,580094,2259
BBB,2013J,579255,142
BBB,2014B,579255,337
BBB,2013J,580328,135
BBB,2013J,580346,12969
BBB,2013J,580684,318
BBB,2013J,580592,328
BBB,2013J,580612,1554
BBB,2013J,580880,1548
BBB,2013J,580497,76
BBB,2013J,578578,480
BBB,2013J,578546,979
BBB,2013J,578600,1344
BBB,2013J,581235,738
BBB,2014J,581235,639
BBB,2013J,581431,326
BBB,2013J,581586,371
BBB,2013J,581657,432
BBB,2013J,581625,305
BBB,2013J,577914,1320
BBB,2013J,578197,615
BBB,2013J,577980,553
BBB,2013J,581826,202
BBB,2013J,582123,169
BBB,2013J,582190,521
BBB,2013J,582184,289
BBB,2013J,582333,843
BBB,2013J,582446,990
BBB,2013J,582474,1738
BBB,2013J,582591,2569
BBB,2013J,582878,306
BBB,2013J,582574,1224
BBB,2013J,583012,217
BBB,2013J,583039,843
BBB,2013J,588445,44
BBB,2013J,587564,725
BBB,2013J,587824,231
BBB,2013J,587702,1599
BBB,2013J,588117,1231
BBB,2013J,589296,6099
BBB,2013J,589509,349
BBB,2013J,589471,271
BBB,2013J,590107,87
BBB,2013J,590325,383
BBB,2013J,590362,387
BBB,2013J,590360,64
BBB,2013J,590231,763
BBB,2013J,590372,990
BBB,2013J,588691,3
BBB,2013J,588883,1196
BBB,2013J,590625,873
BBB,2013J,590812,311
BBB,2014B,590812,94
BBB,2013J,590931,566
BBB,2013J,591034,177
BBB,2013J,591574,890
BBB,2013J,591558,1169
BBB,2013J,591223,5747
BBB,2013J,591414,818
BBB,2013J,445760,542
BBB,2013J,445351,102
DDD,2014J,445351,8
BBB,2013J,445230,117
BBB,2013J,466202,342
BBB,2013J,438551,660
BBB,2013J,440563,14838
BBB,2013J,440765,137
BBB,2013J,447516,491
BBB,2013J,446345,150
BBB,2013J,469878,1620
BBB,2013J,467179,122
BBB,2013J,513836,469
BBB,2013J,512581,2890
BBB,2013J,523757,54
BBB,2013J,523857,1555
DDD,2014B,523857,1033
BBB,2013J,523875,5258
BBB,2013J,523928,2190
BBB,2013J,521590,2691
BBB,2013J,521895,144
BBB,2013J,521957,173
BBB,2014B,521957,94
BBB,2013J,520286,766
BBB,2013J,521341,2277
BBB,2013J,519945,17
BBB,2013J,518258,4280
BBB,2013J,519622,104
BBB,2013J,519584,1118
BBB,2013J,515417,23
BBB,2013J,514864,1790
BBB,2013J,515646,1919
BBB,2013J,516214,158
BBB,2013J,514302,673
BBB,2013J,522434,1162
BBB,2013J,522446,7505
BBB,2013J,522529,1274
BBB,2013J,522426,1515
BBB,2013J,522899,1561
BBB,2013J,522889,629
BBB,2013J,522891,770
BBB,2013J,522894,1707
BBB,2013J,517231,4964
BBB,2013J,517352,720
BBB,2013J,517000,4243
BBB,2013J,517016,18
BBB,2013J,518029,74
BBB,2013J,482556,76
BBB,2013J,479853,2718
BBB,2013J,479170,1454
BBB,2013J,483876,417
BBB,2013J,483339,3
BBB,2013J,483703,350
BBB,2013J,483744,534
BBB,2013J,475594,803
BBB,2013J,472262,440
BBB,2013J,472327,334
BBB,2013J,471196,435
BBB,2013J,478967,327
BBB,2013J,486457,266
BBB,2013J,488195,571
BBB,2013J,488427,1381
BBB,2013J,494789,1312
BBB,2013J,494214,594
BBB,2013J,495449,680
BBB,2013J,500135,357
BBB,2013J,498635,386
BBB,2013J,499624,262
BBB,2013J,485006,1682
BBB,2013J,485534,1002
BBB,2013J,484412,2080
BBB,2013J,485772,686
BBB,2013J,489889,229
BBB,2013J,496764,1261
BBB,2013J,398956,88
BBB,2013J,405945,2010
BBB,2013J,402993,692
BBB,2013J,404671,788
BBB,2013J,404708,2103
BBB,2013J,404269,755
BBB,2013J,382575,744
BBB,2013J,382979,2578
BBB,2013J,392060,911
BBB,2013J,395715,815
BBB,2013J,398067,580
BBB,2013J,385040,69
BBB,2013J,385820,1769
BBB,2013J,423399,349
BBB,2013J,433280,540
BBB,2013J,430708,524
BBB,2013J,429610,2242
BBB,2013J,420163,747
BBB,2013J,419375,2611
BBB,2013J,409698,159
BBB,2013J,410281,951
BBB,2013J,410357,1989
BBB,2013J,409945,464
BBB,2013J,409930,417
BBB,2013J,424539,230
BBB,2013J,428653,341
BBB,2013J,428323,809
BBB,2013J,415216,240
BBB,2013J,415546,223
BBB,2013J,414495,1427
BBB,2013J,414350,5410
BBB,2013J,414028,1831
BBB,2013J,501637,1570
BBB,2013J,500668,1096
BBB,2013J,501945,407
BBB,2013J,506980,108
BBB,2013J,509236,269
BBB,2013J,509607,3874
BBB,2013J,509913,568
BBB,2013J,510149,3041
BBB,2013J,503804,1022
BBB,2013J,511678,12555
BBB,2013J,503322,1125
BBB,2013J,508759,2569
BBB,2013J,507676,62
BBB,2013J,508047,96
BBB,2013J,507279,119
BBB,2013J,508517,46
BBB,2013J,508414,5
BBB,2013J,507016,398
BBB,2013J,504466,866
BBB,2013J,480888,730
BBB,2013J,470869,635
BBB,2013J,476278,3113
BBB,2013J,467606,553
BBB,2013J,442910,674
BBB,2013J,438068,619
BBB,2013J,439182,899
BBB,2013J,439294,5
BBB,2013J,518126,228
BBB,2013J,512775,266
BBB,2013J,512417,1593
BBB,2013J,513076,216
BBB,2013J,520006,213
BBB,2013J,514445,377
BBB,2013J,422479,401
BBB,2013J,432144,1091
BBB,2013J,413052,265
BBB,2013J,409160,210
BBB,2013J,494896,80
BBB,2014B,494896,340
BBB,2013J,495879,2696
BBB,2013J,487681,970
BBB,2013J,489320,166
BBB,2013J,490677,795
BBB,2013J,388549,172
BBB,2013J,381669,273
BBB,2013J,383571,526
BBB,2013J,396114,1603
BBB,2013J,393327,776
BBB,2013J,96475,207
BBB,2013J,97567,471
BBB,2013J,56789,379
BBB,2013J,308509,41
BBB,2013J,303331,930
BBB,2013J,290089,1260
BBB,2013J,284906,405
BBB,2013J,323090,226
BBB,2013J,266564,457
BBB,2013J,233317,1112
BBB,2013J,366524,475
BBB,2013J,352339,165
BBB,2013J,370859,887
BBB,2013J,536663,89
BBB,2013J,535379,377
BBB,2013J,534998,1426
BBB,2013J,555614,2329
BBB,2013J,556637,203
BBB,2013J,556089,375
BBB,2013J,568474,366
BBB,2013J,565919,1404
BBB,2013J,561640,617
BBB,2013J,561312,1115
BBB,2013J,566339,155
BBB,2013J,566392,1055
BBB,2013J,566358,335
BBB,2013J,566369,925
BBB,2013J,562456,714
BBB,2013J,548899,386
BBB,2013J,550559,118
BBB,2013J,527393,815
BBB,2013J,558333,106
BBB,2013J,558755,100
BBB,2013J,542707,666
BBB,2013J,543428,2295
BBB,2013J,591501,780
BBB,2013J,591518,493
BBB,2013J,589508,1650
BBB,2013J,587961,708
BBB,2013J,587923,432
BBB,2013J,590308,114
BBB,2013J,587051,130
BBB,2013J,587071,4
BBB,2013J,585764,99
BBB,2013J,583473,617
BBB,2013J,583433,3567
BBB,2013J,584325,1021
BBB,2013J,585963,89
BBB,2014J,585963,541
BBB,2013J,571601,60
BBB,2013J,569854,425
BBB,2013J,572302,307
BBB,2013J,572495,427
BBB,2013J,570137,1329
BBB,2013J,573578,814
BBB,2013J,574002,762
BBB,2013J,575681,2576
BBB,2013J,576158,495
BBB,2013J,575927,106
BBB,2013J,575520,2019
BBB,2013J,575387,4916
BBB,2013J,574708,194
BBB,2013J,578676,240
BBB,2013J,579486,47
BBB,2014J,579486,13
BBB,2013J,580883,2401
BBB,2013J,582305,1477
BBB,2013J,578362,287
BBB,2013J,598883,561
BBB,2013J,598907,1740
BBB,2013J,596108,301
BBB,2013J,595854,478
BBB,2013J,596897,238
BBB,2013J,597301,651
BBB,2013J,595594,59
BBB,2013J,592081,552
BBB,2013J,593743,973
BBB,2013J,594015,442
BBB,2013J,594208,1
BBB,2013J,594677,769
BBB,2013J,595010,81
BBB,2013J,592624,97
BBB,2013J,592772,717
BBB,2013J,592900,938
BBB,2013J,593514,282
BBB,2013J,593385,654
BBB,2013J,611345,15
BBB,2013J,609679,625
BBB,2013J,608578,843
BBB,2013J,608623,546
BBB,2013J,607887,302
BBB,2013J,610700,26
BBB,2013J,610740,5
BBB,2013J,614064,386
BBB,2013J,605207,1166
BBB,2013J,604151,399
BBB,2013J,604161,36
BBB,2013J,606194,2663
BBB,2013J,606388,70
BBB,2013J,606627,215
BBB,2013J,606651,156
BBB,2013J,606572,1404
BBB,2013J,606827,36
BBB,2013J,604919,676
BBB,2013J,600449,97
BBB,2013J,600279,2025
BBB,2013J,601346,342
BBB,2013J,601497,1364
BBB,2013J,599840,356
BBB,2013J,599908,1103
BBB,2013J,599895,1148
BBB,2013J,601558,119
BBB,2013J,600771,543
BBB,2013J,600999,197
BBB,2013J,2034300,256
BBB,2013J,2211630,118
BBB,2013J,2056947,205
BBB,2013J,2160453,1343
BBB,2013J,2415414,958
BBB,2013J,1536774,1767
BBB,2013J,2392824,644
BBB,2013J,2334319,1869
BBB,2013J,2271644,321
BBB,2013J,2229783,455
BBB,2014J,2229783,1912
BBB,2013J,2242290,595
BBB,2013J,2642717,1985
BBB,2013J,1910175,1004
BBB,2013J,1726951,710
BBB,2013J,1963287,63
BBB,2013J,1886295,452
BBB,2013J,1889565,971
BBB,2013J,1467014,1292
BBB,2013J,1405594,7605
BBB,2013J,2001687,514
BBB,2013J,2078479,4689
BBB,2013J,2210666,66
BBB,2013J,2464683,1768
DDD,2014J,2464683,2046
BBB,2013J,2691100,641
BBB,2013J,2620279,136
BBB,2013J,2363875,547
BBB,2013J,373269,843
BBB,2013J,372658,248
BBB,2013J,374038,267
BBB,2013J,379210,230
BBB,2013J,352112,212
BBB,2013J,293754,990
BBB,2013J,292537,339
BBB,2013J,289965,108
BBB,2013J,141949,878
BBB,2013J,193215,307
BBB,2013J,329192,669
BBB,2013J,324319,49
BBB,2013J,333651,582
BBB,2013J,345128,1009
BBB,2013J,270646,190
BBB,2013J,443923,44
BBB,2013J,504013,69
BBB,2013J,474071,373
BBB,2013J,479020,2310
BBB,2013J,482680,322
BBB,2013J,492478,608
BBB,2013J,491279,2861
BBB,2013J,516165,2
BBB,2013J,516926,130
BBB,2013J,523466,656
BBB,2013J,520024,221
BBB,2014J,520024,102
BBB,2013J,520002,4620
BBB,2013J,522714,1573
BBB,2013J,601269,739
BBB,2013J,600218,11
BBB,2013J,602739,370
BBB,2013J,599639,806
BBB,2013J,612361,931
BBB,2013J,613173,1022
BBB,2013J,616735,582
BBB,2013J,615127,1933
BBB,2013J,608564,104
BBB,2013J,610032,2333
BBB,2013J,607889,631
BBB,2013J,610745,826
BBB,2013J,610763,221
BBB,2013J,604731,476
BBB,2013J,603912,548
BBB,2013J,604238,757
BBB,2013J,606179,551
BBB,2013J,606797,20
BBB,2013J,606355,1035
BBB,2013J,543021,172
BBB,2013J,567754,1623
BBB,2013J,567627,362
BBB,2013J,564105,2592
BBB,2013J,537271,27
BBB,2013J,539414,2
BBB,2013J,552399,969
BBB,2013J,525885,505
BBB,2013J,533301,165
BBB,2013J,595094,162
BBB,2013J,594928,1022
BBB,2013J,568609,87
BBB,2013J,571503,732
BBB,2013J,572739,95
BBB,2013J,588432,103
BBB,2013J,591440,38
BBB,2013J,591820,912
BBB,2013J,587985,301
BBB,2013J,590668,92
BBB,2014J,590668,870
BBB,2013J,583240,441
BBB,2013J,583645,1154
BBB,2013J,585603,384
BBB,2013J,597886,1964
BBB,2013J,597742,578
BBB,2013J,596535,606
BBB,2013J,573893,662
BBB,2013J,573986,169
BBB,2013J,576981,269
BBB,2013J,576983,232
BBB,2013J,573411,547
BBB,2013J,577949,21
BBB,2013J,582975,539
BBB,2013J,581038,719
BBB,2013J,582301,336
BBB,2013J,579571,810
BBB,2013J,578447,132
BBB,2013J,580540,427
BBB,2013J,593631,977
BBB,2013J,592669,26
BBB,2013J,570157,1387
BBB,2013J,576946,932
BBB,2013J,573654,1118
BBB,2013J,573777,391
BBB,2013J,576882,418
BBB,2013J,587192,838
BBB,2013J,583459,413
BBB,2013J,586407,122
BBB,2013J,586165,166
BBB,2013J,598986,305
BBB,2013J,596016,181
BBB,2013J,595711,42
BBB,2013J,595672,457
BBB,2013J,243909,42
BBB,2013J,269082,2182
BBB,2013J,252652,285
BBB,2014B,252652,241
BBB,2013J,38234,94
BBB,2013J,307230,193
BBB,2013J,139549,286
BBB,2013J,169213,332
BBB,2013J,2400851,1083
BBB,2013J,2271743,44
BBB,2014B,2271743,206
BBB,2013J,2111666,422
BBB,2013J,2514379,215
BBB,2013J,529000,28
BBB,2013J,564626,299
BBB,2013J,568502,266
BBB,2013J,551205,120
BBB,2013J,550941,1630
BBB,2013J,558962,562
BBB,2013J,427921,2720
BBB,2013J,500552,789
BBB,2013J,444960,199
BBB,2013J,440225,210
BBB,2013J,523545,440
BBB,2013J,482356,502
BBB,2013J,475215,397
BBB,2013J,492153,1391
BBB,2013J,606420,1075
BBB,2013J,605309,57
BBB,2013J,612658,618
BBB,2013J,613191,178
BBB,2013J,602014,1255
BBB,2013J,609704,669
BBB,2013J,609871,167
BBB,2013J,610776,106
BBB,2013J,611048,44
BBB,2013J,607735,2452
BBB,2013J,612757,766
BBB,2013J,604932,287
BBB,2013J,605916,2713
BBB,2013J,605691,29
BBB,2013J,603265,151
BBB,2013J,603627,268
BBB,2013J,601551,280
BBB,2013J,603012,627
BBB,2013J,599640,198
BBB,2013J,600263,81
BBB,2013J,202879,117
BBB,2013J,199663,403
BBB,2013J,372172,37
BBB,2013J,352688,483
BBB,2013J,37622,470
BBB,2013J,68556,98
BBB,2013J,55026,283
BBB,2013J,278272,274
BBB,2013J,276925,495
BBB,2014J,276925,707
BBB,2013J,306964,536
BBB,2013J,315105,737
BBB,2013J,597866,338
BBB,2013J,597790,1709
BBB,2013J,598914,300
BBB,2013J,598000,612
BBB,2013J,598253,92
BBB,2013J,596242,399
BBB,2013J,597033,27
BBB,2013J,595345,742
BBB,2013J,592496,2881
BBB,2013J,578109,593
BBB,2013J,578264,10
BBB,2013J,579762,522
BBB,2013J,579718,37
BBB,2013J,582390,471
BBB,2013J,580960,1203
BBB,2013J,580975,251
BBB,2013J,588910,907
BBB,2013J,588713,9
BBB,2013J,588642,475
BBB,2013J,591257,957
BBB,2013J,585212,429
BBB,2013J,586836,108
BBB,2013J,584042,993
BBB,2013J,572416,818
BBB,2013J,570623,1675
BBB,2013J,572898,639
BBB,2013J,577286,252
BBB,2013J,577239,10
BBB,2013J,576483,559
BBB,2013J,574319,13
BBB,2013J,573433,2280
BBB,2013J,498755,385
BBB,2013J,389101,1188
BBB,2013J,386889,260
BBB,2013J,427683,127
BBB,2013J,433864,755
BBB,2013J,510868,6
BBB,2013J,506185,739
BBB,2013J,508422,38
BBB,2013J,501862,5
BBB,2013J,471434,564
BBB,2013J,464525,955
BBB,2013J,516364,345
BBB,2013J,2455066,3830
BBB,2013J,2153026,277
BBB,2013J,2196054,1332
BBB,2013J,2691566,206
